a,b,c
576353523740867/562949953421312,22,3099575636397105/140737488355328
294878547030211/140737488355328,23,3250365802492099/140737488355328
1809481993139931/562949953421312,24,3407857753746871/140737488355328
2466256938798129/562949953421312,25,893012872540355/35184372088832
787459756273859/140737488355328,26,3742947011735747/140737488355328
1930114126015927/281474976710656,27,7841088636939703/281474976710656
2298712309803691/281474976710656,28,8209686820727467/281474976710656
1340357031955505/140737488355328,29,4295844287417393/140737488355328
3076119388337883/281474976710656,30,8987093899261659/281474976710656
435616035385539/35184372088832,31,1174487849251011/35184372088832
488392593518787/35184372088832,32,1227264407384259/35184372088832
4342756783535835/281474976710656,33,2563432823614903/70368744177664
2395888194620465/140737488355328,34,5351375450082353/140737488355328
5254199565265579/281474976710656,35,2791293519047339/70368744177664
5730026311609783/281474976710656,36,1455125102816695/35184372088832
3109628314136771/140737488355328,37,6065115569598659/140737488355328
840236314407107/35184372088832,38,1579108128272579/35184372088832
3618963986279863/140737488355328,39,6574451241741751/140737488355328
3883684500091075/140737488355328,40,6839171755552963/140737488355328
4155106799062065/140737488355328,41,7110594054523953/140737488355328
63/2,42,105/2
4718056752483377/140737488355328,43,7673544007945265/140737488355328
5009584406933699/140737488355328,44,7965071662395587/140737488355328
5307813846543799/140737488355328,45,8263301102005687/140737488355328
1403186267828419/35184372088832,46,2142058081693891/35184372088832
5924378081243331/140737488355328,47,8879865336705219/140737488355328
6242712876332763/140737488355328,48,2299550032948663/35184372088832
6567749456581973/140737488355328,49,2380809178010965/35184372088832
6899487821990961/140737488355328,50,615935942340803/8796093022208
3618963986279863/70368744177664,51,5096707614010807/70368744177664
1895767477072067/35184372088832,52,2634639290937539/35184372088832
1983728407294147/35184372088832,53,2722600221159619/35184372088832
4146729567612343/70368744177664,54,5624473195343287/70368744177664
541169151652035/8796093022208,55,725887105118403/8796093022208
4515327751400107/70368744177664,56,5993071379131051/70368744177664
2352326591081911/35184372088832,57,3091198404947383/35184372088832
2448664752753713/35184372088832,58,3187536566619185/35184372088832
2546678360715459/35184372088832,59,3285550174580931/35184372088832
5292734829934299/70368744177664,60,6770478457665243/70368744177664
2747731915508785/35184372088832,61,3486603729374257/35184372088832
712692965585091/8796093022208,62,897410919051459/8796093022208
84,63,105
765469523718339/8796093022208,64,950187477184707/8796093022208
3169944380574769/35184372088832,65,3908816194440241/35184372088832
6559372225132251/70368744177664,66,8037115852863195/70368744177664
3391103290847427/35184372088832,67,4129975104712899/35184372088832
3504195915418673/35184372088832,68,4243067729284145/35184372088832
3618963986279863/35184372088832,69,4357835800145335/35184372088832
7470815006861995/70368744177664,70,8948558634592939/70368744177664
963381616718019/8796093022208,71,1148099570184387/8796093022208
7946641753206199/70368744177664,72,1178048172617143/8796093022208
4094790732624067/35184372088832,73,4833662546489539/35184372088832
4217936034934979/35184372088832,74,4956807848800451/35184372088832
4342756783535835/35184372088832,75,5081628597401307/35184372088832
1117313244606659/8796093022208,76,1302031198073027/8796093022208
4597424619607381/35184372088832,77,5336296433472853/35184372088832
4727271707078071/35184372088832,78,5466143520943543/35184372088832
4858794240838705/35184372088832,79,5597666054704177/35184372088832
4991992220889283/35184372088832,80,5730864034754755/35184372088832
2563432823614903/17592186044416,81,2932868730547639/17592186044416
5263414519860273/35184372088832,82,6002286333725745/35184372088832
1350409709695171/8796093022208,83,1535127663161539/8796093022208
315/2,84,357/2
1420778453872835/8796093022208,85,1605496407339203/8796093022208
5826364473281585/35184372088832,86,6565236287147057/35184372088832
2985645288680887/17592186044416,87,3355081195613623/17592186044416
6117892127731907/35184372088832,88,6856763941597379/35184372088832
6266169124391985/35184372088832,89,7005040938257457/35184372088832
6416121567342007/35184372088832,90,7154993381207479/35184372088832
6567749456581973/35184372088832,91,7306621270447445/35184372088832
1680263198027971/8796093022208,92,1864981151494339/8796093022208
6876031573931739/35184372088832,93,7614903387797211/35184372088832
7032685802041539/35184372088832,94,7771557615907011/35184372088832
7191015476441283/35184372088832,95,7929887290306755/35184372088832
7351020597130971/35184372088832,96,8089892410996443/35184372088832
1878175291027651/8796093022208,97,2062893244494019/8796093022208
7676057177380181/35184372088832,98,8414928991245653/35184372088832
7841088636939703/35184372088832,99,8579960450805175/35184372088832
8007795542789169/35184372088832,100,8746667356654641/35184372088832
