a,b,c
284130401019247/281474976710656,54,950144010417751/17592186044416
143392912663919/70368744177664,55,3872936354080111/70368744177664
108540468613661/35184372088832,56,1973312189321757/35184372088832
584193347890041/140737488355328,57,8043280230722425/140737488355328
1473760491268057/281474976710656,58,2048991782116603/35184372088832
55763910480413/8796093022208,59,521956840657437/8796093022208
525110157023889/70368744177664,60,4254653598440081/70368744177664
1210873484717539/140737488355328,61,8669960367549923/140737488355328
1374182079695891/140737488355328,62,8833268962528275/140737488355328
1540146098982835/140737488355328,63,8999232981815219/140737488355328
1708765542578369/140737488355328,64,143247694147043/2199023255552
1880040410482495/140737488355328,65,145923863958045/2199023255552
2053970702695211/140737488355328,66,2378264396381899/35184372088832
2230556419216519/140737488355328,67,1211205412756113/17592186044416
1204898780023209/70368744177664,68,4934442221439401/70368744177664
647923531296227/35184372088832,69,2512695252004323/35184372088832
2776246114631989/140737488355328,70,2558833249366093/35184372088832
2963453528387661/140737488355328,71,2605635102805011/35184372088832
3153316366451925/140737488355328,72,2653100812321077/35184372088832
3345834628824779/140737488355328,73,2701230377914291/35184372088832
221313019719139/8796093022208,74,687505949896163/8796093022208
3738837426496261/140737488355328,75,2799481077332161/35184372088832
492415245224361/17592186044416,76,1424801105578409/17592186044416
4142461921402107/140737488355328,77,2900387201058623/35184372088832
4348257305317917/140737488355328,78,2951836047037575/35184372088832
2278354056771159/70368744177664,79,6007897498187351/70368744177664
2383907173037655/70368744177664,80,6113450614453847/70368744177664
4981576002916893/140737488355328,81,3110165721437319/35184372088832
5197993084067067/140737488355328,82,3164269991724863/35184372088832
677133198690729/17592186044416,83,1609519059044777/17592186044416
1409698379823297/35184372088832,84,3274470100531393/35184372088832
366448554585571/8796093022208,85,832641484762595/8796093022208
3045107825876837/70368744177664,86,6774651267293029/70368744177664
1579977463611701/35184372088832,87,3444749184319797/35184372088832
3276129740724263/70368744177664,88,7005673182140455/70368744177664
3393632266379419/70368744177664,89,7123175707795611/70368744177664
1756231252094435/35184372088832,90,3621002972802531/35184372088832
3632620454152617/70368744177664,91,7362163895568809/70368744177664
938526529067665/17592186044416,92,1870912389421713/17592186044416
1938459745271499/35184372088832,93,3803231465979595/35184372088832
4001060576969631/70368744177664,94,7730604018385823/70368744177664
4126529375550561/70368744177664,95,7856072816966753/70368744177664
4253325886285785/70368744177664,96,7982869327701977/70368744177664
2190725054587653/35184372088832,97,4055496775295749/35184372088832
2255451022109561/35184372088832,98,4120222742817657/35184372088832
4641681691417233/70368744177664,99,8371225132833425/70368744177664
596723631346205/8796093022208,100,1062916561523229/8796093022208
