a,b,c
142016920067649/140737488355328,56,7882578779610689/140737488355328
573185407119881/281474976710656,57,2006788640775745/35184372088832
867454700953749/281474976710656,58,4087144605009957/70368744177664
1166841721636901/281474976710656,59,4161991360180745/70368744177664
735673234584669/140737488355328,60,8476235094127709/140737488355328
445242235887765/70368744177664,61,4315523165659285/70368744177664
1047854572391033/140737488355328,62,8788416431934073/140737488355328
603891768215589/70368744177664,63,4474172697987109/70368744177664
685135681947983/70368744177664,64,4555416611719503/70368744177664
383829513696349/35184372088832,65,2318969978582109/35184372088832
1702923609099469/140737488355328,66,2360871367160627/35184372088832
234136003354773/17592186044416,67,1201706235797653/17592186044416
2045811308001541/140737488355328,68,2446593291886145/35184372088832
555273363147385/35184372088832,69,2490413828033145/35184372088832
1199467230301091/70368744177664,70,5069748160072611/70368744177664
1289667166019733/70368744177664,71,5159948095791253/70368744177664
172643316681337/8796093022208,72,656428432902777/8796093022208
2947810665187961/140737488355328,73,1336046565591375/17592186044416
783971781724793/35184372088832,74,2719112246610553/35184372088832
3326522452035025/140737488355328,75,691692769473629/8796093022208
3519716640595521/140737488355328,76,175941851564665/2199023255552
3715469692580659/140737488355328,77,2864007888030925/35184372088832
489222700998805/17592186044416,78,1456792933441685/17592186044416
2057326193412431/70368744177664,79,5927607123183951/70368744177664
4318082029083927/140737488355328,80,1507330486078371/17592186044416
4524070534767635/140737488355328,81,3066158098577669/35184372088832
295788618992249/8796093022208,82,779573735213689/8796093022208
308982758525561/8796093022208,83,792767874747001/8796093022208
2578694616183305/70368744177664,84,6448975545954825/70368744177664
671701648968611/17592186044416,85,1639271881411491/17592186044416
2796198007277903/70368744177664,86,6666478937049423/70368744177664
726717212598421/17592186044416,87,1694287445041301/17592186044416
1509409562610893/35184372088832,88,3444550027496653/35184372088832
3132048831762209/70368744177664,89,7002329761533729/70368744177664
3246557970014953/70368744177664,90,7116838899786473/70368744177664
1681173269990009/35184372088832,91,3616313734875769/35184372088832
3479414541657405/70368744177664,92,7349695471428925/70368744177664
449720246880889/8796093022208,93,933505363102329/8796093022208
3717388840149141/70368744177664,94,7587669769920661/70368744177664
3838295136963491/70368744177664,95,7708576066735011/70368744177664
1980240432745081/35184372088832,96,3915380897630841/35184372088832
2041973012864577/35184372088832,97,3977113477750337/35184372088832
1052172654420117/17592186044416,98,2019742886862997/17592186044416
2167357320672051/35184372088832,99,4102497785557811/35184372088832
2231009048360029/35184372088832,100,4166149513245789/35184372088832
