a,b,c
71434937271265/70368744177664,34,2393603495134177/70368744177664
36250565182433/17592186044416,35,616792704648161/17592186044416
882807881501603/281474976710656,36,2542870528238313/70368744177664
597068132416543/140737488355328,37,5241405248142367/140737488355328
1513994192913377/281474976710656,38,337583388261407/8796093022208
460595416435619/70368744177664,39,2782763974298531/70368744177664
1089649341660191/140737488355328,40,5733986457386015/140737488355328
315593155705887/35184372088832,41,1476677434637343/35184372088832
1439360676361309/140737488355328,42,6083697792087133/140737488355328
810306751136737/70368744177664,43,3132475308999649/70368744177664
3612262201120085/281474976710656,44,3225234108142933/70368744177664
3991826942442031/281474976710656,45,830031323368355/17592186044416
273745076782049/17592186044416,46,854287216247777/17592186044416
597068132416543/35184372088832,47,1758152411347999/35184372088832
647712304362589/35184372088832,48,1808796583294045/35184372088832
174855667350559/8796093022208,49,465126737083423/8796093022208
188049806883871/8796093022208,50,478320876616735/8796093022208
806041978762333/35184372088832,51,1967126257693789/35184372088832
860950923082783/35184372088832,52,2022035202014239/35184372088832
458463030248417/17592186044416,53,1039005169714145/17592186044416
3895869564017943/140737488355328,54,8540206679743767/140737488355328
4128299658422955/140737488355328,55,8772636774148779/140737488355328
2182497262601185/70368744177664,56,4504665820464097/70368744177664
4605954164356189/140737488355328,57,2312572820020503/35184372088832
1212794643971103/35184372088832,58,2373878922902559/35184372088832
5100667759787039/140737488355328,59,304531402359777/4398046511104
2677210858032035/70368744177664,60,4999379415894947/70368744177664
350777527794719/8796093022208,61,641048597527583/8796093022208
5874723945741343/140737488355328,62,328720658170849/4398046511104
6141272219141585/140737488355328,63,674100583429213/8796093022208
801510658114529/17592186044416,64,1382052797580257/17592186044416
3343581541532641/70368744177664,65,5665750099395553/70368744177664
99/2,66,165/2
3625056518243297/70368744177664,67,5947225076106209/70368744177664
942248146469857/17592186044416,68,1522790285935585/17592186044416
3915061039702761/70368744177664,69,6237229597565673/70368744177664
253953867482081/4398046511104,70,399089402348513/4398046511104
526699388238879/8796093022208,71,816970457971743/8796093022208
4366060718295971/70368744177664,72,6688229276158883/70368744177664
282541169804257/4398046511104,73,427676704670689/4398046511104
2338694550813727/35184372088832,74,3499778829745183/35184372088832
4836251872573999/70368744177664,75,7158420430436911/70368744177664
4997247029707745/70368744177664,76,7319415587570657/70368744177664
5160374573028693/70368744177664,77,7482543130891605/70368744177664
1331408625634211/17592186044416,78,1911950765099939/17592186044416
1373256704558049/17592186044416,79,1953798844023777/17592186044416
2831275760057375/35184372088832,80,3992360038988831/35184372088832
2917104304092253/35184372088832,81,4078188583023709/35184372088832
750999760305183/8796093022208,82,1041270830038047/8796093022208
772989992860703/8796093022208,83,1063261062593567/8796093022208
3180987094758493/35184372088832,84,4342071373689949/35184372088832
3271080411167775/35184372088832,85,4432164690099231/35184372088832
1681119960335329/17592186044416,86,2261662099801057/17592186044416
1727232811633571/17592186044416,87,2307774951099299/17592186044416
7095515037914453/70368744177664,88,2354420898944341/17592186044416
7284231215481825/70368744177664,89,300199992917023/2199023255552
7475079779236399/70368744177664,90,612328021068707/4398046511104
3834030364589087/35184372088832,91,4995114643520543/35184372088832
491448379081697/4398046511104,92,636583913948129/4398046511104
4030209893811665/35184372088832,93,5191294172743121/35184372088832
1032474737015839/8796093022208,94,1322745806748703/8796093022208
528831774426081/4398046511104,95,673967309292513/4398046511104
1083118908961885/8796093022208,96,1373389978694749/8796093022208
2217681634690017/17592186044416,97,2798223774155745/17592186044416
283707318500383/2199023255552,98,356275085933599/2199023255552
132,99,165
296901458033695/2199023255552,100,369469225466911/2199023255552
