a,b,c,k,b^2/k
1.0078125,65,65.0078125,64,66.015625
2.03125,66,66.03125,64,68.0625
3.0703125,67,67.0703125,64,70.140625
4.125,68,68.125,64,72.25
5.1953125,69,69.1953125,64,74.390625
6.28125,70,70.28125,64,76.5625
7.3828125,71,71.3828125,64,78.765625
8.5,72,72.5,64,81.0
9.6328125,73,73.6328125,64,83.265625
10.78125,74,74.78125,64,85.5625
11.9453125,75,75.9453125,64,87.890625
13.125,76,77.125,64,90.25
14.3203125,77,78.3203125,64,92.640625
15.53125,78,79.53125,64,95.0625
16.7578125,79,80.7578125,64,97.515625
18.0,80,82.0,64,100.0
19.2578125,81,83.2578125,64,102.515625
20.53125,82,84.53125,64,105.0625
21.8203125,83,85.8203125,64,107.640625
23.125,84,87.125,64,110.25
24.4453125,85,88.4453125,64,112.890625
25.78125,86,89.78125,64,115.5625
27.1328125,87,91.1328125,64,118.265625
28.5,88,92.5,64,121.0
29.8828125,89,93.8828125,64,123.765625
31.28125,90,95.28125,64,126.5625
32.6953125,91,96.6953125,64,129.390625
34.125,92,98.125,64,132.25
35.5703125,93,99.5703125,64,135.140625
37.03125,94,101.03125,64,138.0625
38.5078125,95,102.5078125,64,141.015625
40.0,96,104.0,64,144.0
41.5078125,97,105.5078125,64,147.015625
43.03125,98,107.03125,64,150.0625
44.5703125,99,108.5703125,64,153.140625
46.125,100,110.125,64,156.25
