a,b,c
4424540767195/4398046511104,84,369462401188827/4398046511104
142433120745151/70368744177664,85,5983038887491263/70368744177664
429842810820189/140737488355328,86,3027763586078103/35184372088832
288257506269949/70368744177664,87,6128863273016061/70368744177664
362441423324715/70368744177664,88,6203047190070827/70368744177664
437473156574393/70368744177664,89,6278078923320505/70368744177664
1026705412037965/140737488355328,90,3176979236382547/35184372088832
1180160143316967/140737488355328,91,1607671459601149/17592186044416
1335310506985793/140737488355328,92,203383156882469/2199023255552
1492156503044441/140737488355328,93,1646671004567083/17592186044416
1650698131492913/140737488355328,94,833244354061571/8796093022208
226366924041401/17592186044416,95,1686518365727929/17592186044416
1972868285559327/140737488355328,96,426689994345361/4398046511104
534124202794317/35184372088832,97,3454427086167373/35184372088832
2301820969185033/140737488355328,98,1747879062834657/17592186044416
2468840759582621/140737488355328,99,3537513073268711/35184372088832
2637556182370033/140737488355328,100,894922982241391/8796093022208
