a,b,c
35439331306867/35184372088832,70,2463161005436275/35184372088832
17847145262451/8796093022208,71,624777563794803/8796093022208
431390996915245/140737488355328,72,2535569423358219/35184372088832
579267343375553/140737488355328,73,160783656873331/2199023255552
729183363580141/140737488355328,74,2610017515024443/35184372088832
440569528764505/70368744177664,75,5296012877023321/70368744177664
1035134425222159/140737488355328,76,671626320108737/8796093022208
297792366664897/35184372088832,77,2725514040794305/35184372088832
1349244181841297/140737488355328,78,691258179897433/8796093022208
754679285383643/70368744177664,79,5610122633642459/70368744177664
1671512633437555/140737488355328,80,2845599832488797/35184372088832
229463296231513/17592186044416,81,1443324133296217/17592186044416
1000969890005467/70368744177664,82,5856413238264283/70368744177664
2170212863914043/140737488355328,83,2970274890107919/35184372088832
2340525621561433/140737488355328,84,1506426539759883/17592186044416
2512878052953103/140737488355328,85,763985296841921/8796093022208
2687270158089053/140737488355328,86,3099539213651671/35184372088832
2863701936969283/140737488355328,87,3143647158371729/35184372088832
3042173389593793/140737488355328,88,199266563845491/2199023255552
3222684515962583/140737488355328,89,1616696401560027/17592186044416
1702617658037827/70368744177664,90,6558061006296643/70368744177664
897456447483251/35184372088832,91,3325178121612659/35184372088832
3776455937534635/140737488355328,92,3371835658513067/35184372088832
3965125758880545/140737488355328,93,427375389231193/4398046511104
259739703373171/8796093022208,94,866670121905523/8796093022208
543573052850651/17592186044416,95,1757433889915355/17592186044416
2271686632691979/70368744177664,96,7127129980950795/70368744177664
2370100890853495/70368744177664,97,7225544239112311/70368744177664
1234767492943575/35184372088832,98,3662489167072983/35184372088832
1284994458896473/35184372088832,99,3712716133025881/35184372088832
1335731343285441/35184372088832,100,3763453017414849/35184372088832
