a,b,c
143936067636131/140737488355328,23,3240160811453347/140737488355328
1177077175335471/562949953421312,24,847623509412771/35184372088832
1803998714372841/562949953421312,25,1773612211205213/70368744177664
1228254443828317/281474976710656,26,7420703931462749/281474976710656
1567303847593425/281474976710656,27,7759753335227857/281474976710656
1919147568481745/281474976710656,28,8111597056116177/281474976710656
2283785606493277/281474976710656,29,8476235094127709/281474976710656
665304490407005/70368744177664,30,2213416862315613/70368744177664
3051444633885975/281474976710656,31,1155486765190051/35184372088832
1727232811633571/140737488355328,32,4823457555450787/140737488355328
55/4,33,143/4
2149445276699555/140737488355328,34,5245670020516771/140737488355328
4740294494149911/281474976710656,35,1366592997723043/35184372088832
1298623188005981/70368744177664,36,2846735559914589/70368744177664
5661485327021149/281474976710656,37,2963483703663895/70368744177664
3070636109570793/140737488355328,38,6166860853388009/140737488355328
3316926714192617/140737488355328,39,6413151458009833/140737488355328
3569614477376047/140737488355328,40,6665839221193263/140737488355328
1914349699560541/70368744177664,41,3462462071469149/70368744177664
1023545369856931/35184372088832,42,1797601555811235/35184372088832
4366060718295971/140737488355328,43,7462285462113187/140737488355328
33,44,55
4929010671717283/140737488355328,45,8025235415534499/140737488355328
1305020346567587/35184372088832,46,2079076532521891/35184372088832
2758774629692509/70368744177664,47,4306887001601117/70368744177664
5821414291061295/140737488355328,48,8917639034878511/140737488355328
6131676481299177/140737488355328,49,1153487653139549/17592186044416
6448335830098665/140737488355328,50,1193070071739485/17592186044416
6771392337459759/140737488355328,51,616726067579811/8796093022208
3550423001691229/70368744177664,52,5098535373599837/70368744177664
1859174206966691/35184372088832,53,2633230392920995/35184372088832
3889472405456337/70368744177664,54,5437584777364945/70368744177664
231/4,55,319/4
4241316126344657/70368744177664,56,5789428498253265/70368744177664
2211017927855011/35184372088832,57,2985074113809315/35184372088832
4605954164356189/70368744177664,58,6154066536264797/70368744177664
4793071052283159/70368744177664,59,6341183424191767/70368744177664
1245846629872733/17592186044416,60,1632874722849885/17592186044416
1294225141494877/17592186044416,61,1681253234472029/17592186044416
5373613191748887/70368744177664,62,6921725563657495/70368744177664
5573524396799069/70368744177664,63,7121636768707677/70368744177664
2888317090565027/35184372088832,64,3662373276519331/35184372088832
5982942544741841/70368744177664,65,7531054916650449/70368744177664
88,66,110
6405155009807825/70368744177664,67,7953267381716433/70368744177664
3310529555631011/35184372088832,68,4084585741585315/35184372088832
6840161791997021/70368744177664,69,8388274163905629/70368744177664
7062463052012823/70368744177664,70,8610575423921431/70368744177664
1821990722827357/17592186044416,71,2209018815804509/17592186044416
1879165327471709/17592186044416,72,2266193420448861/17592186044416
7748558307745047/70368744177664,73,1162083834956707/8796093022208
7983653884884061/70368744177664,74,2382941564198167/17592186044416
4110974020651939/35184372088832,75,4885030206606243/35184372088832
4231720388502249/35184372088832,76,5005776574456553/35184372088832
495/4,77,583/4
4478010993124073/35184372088832,78,5252067179078377/35184372088832
4603555229895587/35184372088832,79,5377611415849891/35184372088832
4730698756307503/35184372088832,80,5504754942261807/35184372088832
1214860393089955/8796093022208,81,1408374439578531/8796093022208
2494891839026269/17592186044416,82,2881919932003421/17592186044416
2560862536692829/17592186044416,83,2947890629669981/17592186044416
1313816439589795/8796093022208,84,1507330486078371/8796093022208
5390405732973103/35184372088832,85,6164461918927407/35184372088832
5527144997227427/35184372088832,86,6301201183181731/35184372088832
5665483551122153/35184372088832,87,6439539737076457/35184372088832
165,88,187
5946958527832809/35184372088832,89,6721014713787113/35184372088832
6090094950648739/35184372088832,90,6864151136603043/35184372088832
6234830663105071/35184372088832,91,7008886849059375/35184372088832
1595291416300451/8796093022208,92,1788805462789027/8796093022208
3264549978469469/17592186044416,93,3651578071446621/17592186044416
3339316769158237/17592186044416,94,3726344862135389/17592186044416
1707441602333603/8796093022208,95,1900955648822179/8796093022208
6982498569992751/35184372088832,96,7756554755947055/35184372088832
7136830020291491/35184372088832,97,7910886206245795/35184372088832
7292760760230633/35184372088832,98,8066816946184937/35184372088832
847/4,99,935/4
7609420109030121/35184372088832,100,8383476294984425/35184372088832
