a,b,c,k,b^2/k
1.0064102564102555,79,79.00641025641025,78,80.01282051282051
2.025641025641029,80,80.02564102564102,78,82.05128205128206
3.0576923076923066,81,81.0576923076923,78,84.11538461538461
4.102564102564102,82,82.1025641025641,78,86.2051282051282
5.160256410256409,83,83.16025641025641,78,88.32051282051282
6.2307692307692335,84,84.23076923076923,78,90.46153846153847
7.314102564102562,85,85.31410256410257,78,92.62820512820512
8.410256410256409,86,86.41025641025641,78,94.82051282051282
9.519230769230766,87,87.51923076923077,78,97.03846153846153
10.641025641025642,88,88.64102564102564,78,99.28205128205128
11.775641025641029,89,89.77564102564102,78,101.55128205128206
12.92307692307692,90,90.92307692307692,78,103.84615384615384
14.083333333333336,91,92.08333333333334,78,106.16666666666667
15.256410256410255,92,93.25641025641025,78,108.51282051282051
16.442307692307693,93,94.4423076923077,78,110.88461538461539
17.641025641025642,94,95.64102564102564,78,113.28205128205128
18.852564102564102,95,96.8525641025641,78,115.7051282051282
20.07692307692308,96,98.07692307692308,78,118.15384615384616
21.314102564102562,97,99.31410256410257,78,120.62820512820512
22.564102564102562,98,100.56410256410257,78,123.12820512820512
23.82692307692308,99,101.82692307692308,78,125.65384615384616
25.102564102564102,100,103.1025641025641,78,128.2051282051282
