a,b,c
1172812402961067/1125899906842624,13,3670902821268139/281474976710656
1219724899079509/562949953421312,14,7975124340135253/562949953421312
27/8,15,123/8
2627099782632789/562949953421312,16,2345624805922133/140737488355328
3401155968587093/562949953421312,17,2539138852410709/140737488355328
15/2,18,39/2
5090005828851029/562949953421312,19,2961351317476693/140737488355328
3002399751580331/281474976710656,20,6380099472108203/281474976710656
99/8,21,195/8
3987562170067627/281474976710656,22,7365261890595499/281474976710656
4515327751400107/281474976710656,23,7893027471927979/281474976710656
18,24,30
5641227658242731/281474976710656,25,2254731844692651/70368744177664
6239361983752875/281474976710656,26,2404265426070187/70368744177664
195/8,27,291/8
3752999689475413/140737488355328,28,5441849549739349/140737488355328
4087251224319317/140737488355328,29,5776101084583253/140737488355328
63/2,30,87/2
4790938666095957/140737488355328,31,6479788526359893/140737488355328
5160374573028693/140737488355328,32,6849224433292629/140737488355328
315/8,33,411/8
5934430758982997/140737488355328,34,7623280619246933/140737488355328
6339051038004565/140737488355328,35,8027900898268501/140737488355328
48,36,60
7183475968136533/140737488355328,37,8872325828400469/140737488355328
7623280619246933/140737488355328,38,2328032619877717/35184372088832
459/8,39,555/8
4269037146778283/70368744177664,40,5113462076910251/70368744177664
4506531658377899/70368744177664,41,5350956588509867/70368744177664
135/2,42,159/2
4999112867621547/70368744177664,43,5843537797753515/70368744177664
5254199565265579/70368744177664,44,6098624495397547/70368744177664
627/8,45,723/8
5781965146598059/70368744177664,46,6626390076730027/70368744177664
6054644030286507/70368744177664,47,6899068960418475/70368744177664
90,48,102
6617593983707819/70368744177664,49,7462018913839787/70368744177664
6907865053440683/70368744177664,50,7752289983572651/70368744177664
819/8,51,915/8
7505999378950827/70368744177664,52,8350424309082795/70368744177664
7813862634728107/70368744177664,53,8658287564860075/70368744177664
231/2,54,255/2
8447181332327083/70368744177664,55,2322901565614763/17592186044416
4386318387074389/35184372088832,56,4808530852140373/35184372088832
1035/8,57,1131/8
4720569921918293/35184372088832,58,5142782386984277/35184372088832
4892093735851349/35184372088832,59,5314306200917333/35184372088832
144,60,156
5243937456739669/35184372088832,61,5666149921805653/35184372088832
5424257363694933/35184372088832,62,5846469828760917/35184372088832
1275/8,63,1371/8
5793693270627669/35184372088832,64,6215905735693653/35184372088832
5982809270605141/35184372088832,65,6405021735671125/35184372088832
351/2,66,375/2
6369837363582293/35184372088832,67,6792049828648277/35184372088832
6567749456581973/35184372088832,68,6989961921647957/35184372088832
1539/8,69,1635/8
6972369735603541/35184372088832,70,7394582200669525/35184372088832
7179077921625429/35184372088832,71,7601290386691413/35184372088832
210,72,222
7601290386691413/35184372088832,73,8023502851757397/35184372088832
7816794665735509/35184372088832,74,8239007130801493/35184372088832
1827/8,75,1923/8
8256599316845909/35184372088832,76,8678811781911893/35184372088832
8480899688912213/35184372088832,77,8903112153978197/35184372088832
495/2,78,519/2
4469148263033515/17592186044416,79,4680254495566507/17592186044416
4585696495577771/17592186044416,80,4796802728110763/17592186044416
2139/8,81,2235/8
4823191007177387/17592186044416,82,5034297239710379/17592186044416
4944137286232747/17592186044416,83,5155243518765739/17592186044416
288,84,300
5190427890854571/17592186044416,85,5401534123387563/17592186044416
5315772216421035/17592186044416,86,5526878448954027/17592186044416
2475/8,87,2571/8
5570858914065067/17592186044416,88,5781965146598059/17592186044416
5700601286142635/17592186044416,89,5911707518675627/17592186044416
663/2,90,687/2
5964484076808875/17592186044416,91,6175590309341867/17592186044416
6098624495397547/17592186044416,92,6309730727930539/17592186044416
2835/8,93,2931/8
6371303379085995/17592186044416,94,6582409611618987/17592186044416
6509841844185771/17592186044416,95,6720948076718763/17592186044416
378,96,390
6791316820896427/17592186044416,97,7002423053429419/17592186044416
6934253332507307/17592186044416,98,7145359565040299/17592186044416
3219/8,99,3315/8
7224524402240171/17592186044416,100,7435630634773163/17592186044416
