a,b,c,k,b^2/k
1.006024096385545,84,84.00602409638554,83,85.01204819277109
2.0240963855421654,85,85.02409638554217,83,87.04819277108433
3.054216867469883,86,86.05421686746988,83,89.10843373493977
4.096385542168676,87,87.09638554216868,83,91.19277108433735
5.150602409638552,88,88.15060240963855,83,93.3012048192771
6.216867469879517,89,89.21686746987952,83,95.43373493975903
7.2951807228915655,90,90.29518072289156,83,97.59036144578313
8.385542168674696,91,91.3855421686747,83,99.7710843373494
9.487951807228917,92,92.48795180722891,83,101.97590361445783
10.602409638554214,93,93.6024096385542,83,104.20481927710843
11.7289156626506,94,94.72891566265059,83,106.4578313253012
12.867469879518069,95,95.86746987951807,83,108.73493975903614
14.018072289156628,96,97.01807228915663,83,111.03614457831326
15.180722891566262,97,98.18072289156626,83,113.36144578313252
16.355421686746986,98,99.35542168674698,83,115.71084337349397
17.542168674698793,99,100.54216867469879,83,118.08433734939759
18.74096385542169,100,101.74096385542168,83,120.48192771084338
