a,b,c,k,b^2/k
1.0555555555555554,10,10.055555555555555,9,11.11111111111111
2.2222222222222223,11,11.222222222222221,9,13.444444444444445
3.5,12,12.5,9,16.0
4.888888888888889,13,13.88888888888889,9,18.77777777777778
6.388888888888889,14,15.38888888888889,9,21.77777777777778
8.0,15,17.0,9,25.0
9.722222222222221,16,18.72222222222222,9,28.444444444444443
11.555555555555557,17,20.555555555555557,9,32.111111111111114
13.5,18,22.5,9,36.0
15.555555555555557,19,24.555555555555557,9,40.111111111111114
17.72222222222222,20,26.72222222222222,9,44.44444444444444
20.0,21,29.0,9,49.0
22.38888888888889,22,31.38888888888889,9,53.77777777777778
24.88888888888889,23,33.888888888888886,9,58.77777777777778
27.5,24,36.5,9,64.0
30.22222222222222,25,39.22222222222222,9,69.44444444444444
33.05555555555556,26,42.05555555555556,9,75.11111111111111
36.0,27,45.0,9,81.0
39.05555555555556,28,48.05555555555556,9,87.11111111111111
42.22222222222222,29,51.22222222222222,9,93.44444444444444
45.5,30,54.5,9,100.0
48.888888888888886,31,57.888888888888886,9,106.77777777777777
52.388888888888886,32,61.388888888888886,9,113.77777777777777
56.0,33,65.0,9,121.0
59.72222222222223,34,68.72222222222223,9,128.44444444444446
63.55555555555556,35,72.55555555555556,9,136.11111111111111
67.5,36,76.5,9,144.0
71.55555555555556,37,80.55555555555556,9,152.11111111111111
75.72222222222223,38,84.72222222222223,9,160.44444444444446
80.0,39,89.0,9,169.0
84.38888888888889,40,93.38888888888889,9,177.77777777777777
88.88888888888889,41,97.88888888888889,9,186.77777777777777
93.5,42,102.5,9,196.0
98.22222222222223,43,107.22222222222223,9,205.44444444444446
103.05555555555556,44,112.05555555555556,9,215.11111111111111
108.0,45,117.0,9,225.0
113.05555555555556,46,122.05555555555556,9,235.11111111111111
118.22222222222223,47,127.22222222222223,9,245.44444444444446
123.5,48,132.5,9,256.0
128.88888888888889,49,137.88888888888889,9,266.77777777777777
134.38888888888889,50,143.38888888888889,9,277.77777777777777
140.0,51,149.0,9,289.0
145.72222222222223,52,154.72222222222223,9,300.44444444444446
151.55555555555554,53,160.55555555555554,9,312.1111111111111
157.5,54,166.5,9,324.0
163.55555555555554,55,172.55555555555554,9,336.1111111111111
169.72222222222223,56,178.72222222222223,9,348.44444444444446
176.0,57,185.0,9,361.0
182.38888888888889,58,191.38888888888889,9,373.77777777777777
188.88888888888889,59,197.88888888888889,9,386.77777777777777
195.5,60,204.5,9,400.0
202.22222222222223,61,211.22222222222223,9,413.44444444444446
209.05555555555554,62,218.05555555555554,9,427.1111111111111
216.0,63,225.0,9,441.0
223.05555555555554,64,232.05555555555554,9,455.1111111111111
230.22222222222223,65,239.22222222222223,9,469.44444444444446
237.5,66,246.5,9,484.0
244.88888888888889,67,253.88888888888889,9,498.77777777777777
252.3888888888889,68,261.3888888888889,9,513.7777777777778
260.0,69,269.0,9,529.0
267.72222222222223,70,276.72222222222223,9,544.4444444444445
275.55555555555554,71,284.55555555555554,9,560.1111111111111
283.5,72,292.5,9,576.0
291.55555555555554,73,300.55555555555554,9,592.1111111111111
299.72222222222223,74,308.72222222222223,9,608.4444444444445
308.0,75,317.0,9,625.0
316.3888888888889,76,325.3888888888889,9,641.7777777777778
324.8888888888889,77,333.8888888888889,9,658.7777777777778
333.5,78,342.5,9,676.0
342.22222222222223,79,351.22222222222223,9,693.4444444444445
351.05555555555554,80,360.05555555555554,9,711.1111111111111
360.0,81,369.0,9,729.0
369.05555555555554,82,378.05555555555554,9,747.1111111111111
378.22222222222223,83,387.22222222222223,9,765.4444444444445
387.5,84,396.5,9,784.0
396.8888888888889,85,405.8888888888889,9,802.7777777777778
406.3888888888889,86,415.3888888888889,9,821.7777777777778
416.0,87,425.0,9,841.0
425.72222222222223,88,434.72222222222223,9,860.4444444444445
435.55555555555554,89,444.55555555555554,9,880.1111111111111
445.5,90,454.5,9,900.0
455.55555555555554,91,464.55555555555554,9,920.1111111111111
465.72222222222223,92,474.72222222222223,9,940.4444444444445
476.0,93,485.0,9,961.0
486.3888888888889,94,495.3888888888889,9,981.7777777777778
496.8888888888889,95,505.8888888888889,9,1002.7777777777778
507.5,96,516.5,9,1024.0
518.2222222222222,97,527.2222222222222,9,1045.4444444444443
529.0555555555555,98,538.0555555555555,9,1067.111111111111
540.0,99,549.0,9,1089.0
551.0555555555555,100,560.0555555555555,9,1111.111111111111
