a,b,c
285496047806523/281474976710656,36,2534280058169871/70368744177664
289517118902389/140737488355328,37,5215329211338869/140737488355328
880614569994767/281474976710656,38,670764922179233/17592186044416
148779630547061/35184372088832,39,1380232653656181/35184372088832
1507901660949943/281474976710656,40,1419940730727863/35184372088832
1833608419715131/281474976710656,41,2921308151147023/70368744177664
2167357320672051/281474976710656,42,3004745376386253/70368744177664
2509148363820705/281474976710656,43,386274142146677/8796093022208
714745387290273/70368744177664,44,3177651433508513/70368744177664
3216856876693211/281474976710656,45,3267120265391543/70368744177664
447846793302133/35184372088832,46,1679299816411253/35184372088832
1978366979166325/140737488355328,47,6904179071602805/140737488355328
135585491013749/8796093022208,48,443448746791029/8796093022208
1182194902184755/70368744177664,49,3645100948402995/70368744177664
2563432823614903/140737488355328,50,7489244916051383/140737488355328
1383248456978081/70368744177664,51,3846154503196321/70368744177664
2973582075393287/140737488355328,52,7899394167829767/140737488355328
3184688307926279/140737488355328,53,8110500400362759/140737488355328
1699907805777569/70368744177664,54,4162813851995809/70368744177664
3618963986279863/140737488355328,55,8544776078716343/140737488355328
1921066716050227/70368744177664,56,4383972762268467/70368744177664
254332746813557/8796093022208,57,562196002590837/8796093022208
4300535537029237/140737488355328,58,2306586907366429/35184372088832
1133942049034357/35184372088832,59,2365395072143477/35184372088832
2387510963170743/70368744177664,60,4850417009388983/70368744177664
2509148363820705/70368744177664,61,4972054410038945/70368744177664
329099537502325/8796093022208,62,636962793279605/8796093022208
2758454771764429/70368744177664,63,5221360817982669/70368744177664
5772247558116381/140737488355328,64,2674514912638215/35184372088832
6031606643799771/140737488355328,65,2739354684059063/35184372088832
1573746700144757/35184372088832,66,2805199723253877/35184372088832
820298503556769/17592186044416,67,1436025015111329/17592186044416
3416905163712571/70368744177664,68,5879811209930811/70368744177664
3554626848745999/70368744177664,69,6017532894964239/70368744177664
105/2,70,175/2
3836101825456655/70368744177664,71,6299007871674895/70368744177664
3979855117133883/70368744177664,72,6442761163352123/70368744177664
1031404736089761/17592186044416,73,1647131247644321/17592186044416
2136696653566069/35184372088832,74,3368149676675189/35184372088832
2211589102726583/35184372088832,75,3443042125835703/35184372088832
4574973639322127/70368744177664,76,7037879685540367/70368744177664
4728779608739021/70368744177664,77,7191685654957261/70368744177664
610574514212981/8796093022208,78,918437769990261/8796093022208
5042423154216609/70368744177664,79,7505329200434849/70368744177664
5202260730277303/70368744177664,80,7665166776495543/70368744177664
2682054420942965/35184372088832,81,3913507444052085/35184372088832
5527967489042491/70368744177664,82,7990873535260731/70368744177664
711729583968373/8796093022208,83,1019592839745653/8796093022208
5861716389999411/70368744177664,84,8324622436217651/70368744177664
6031606643799771/70368744177664,85,8494512690018011/70368744177664
6203507433148065/70368744177664,86,8666413479366305/70368744177664
1594354689511073/17592186044416,87,2210081201065633/17592186044416
1638335154622113/17592186044416,88,2254061666176673/17592186044416
6731273014480545/70368744177664,89,287318095646837/2199023255552
6911215946020571/70368744177664,90,2343530498059703/17592186044416
7093169413108531/70368744177664,91,2389018864831693/17592186044416
909641676968053/8796093022208,92,1217504932745333/8796093022208
7463107953928251/70368744177664,93,2481503500036623/17592186044416
3825546513830005/35184372088832,94,5056999536939125/35184372088832
3920544318469851/35184372088832,95,5151997341578971/35184372088832
251034211930229/2199023255552,96,328000025874549/2199023255552
1028388932767861/8796093022208,97,1336252188545141/8796093022208
2105784669516595/17592186044416,98,2721511181071155/17592186044416
4310588214768903/35184372088832,99,5542041237878023/35184372088832
4410612358278583/35184372088832,100,5642065381387703/35184372088832
