a,b,c
70850721877511/70368744177664,74,5207769046846983/70368744177664
35666349788679/17592186044416,75,1319895931031047/17592186044416
215444031831615/70368744177664,76,5352362356801087/70368744177664
18074163744263/4398046511104,77,339131559054855/4398046511104
727786326768991/140737488355328,78,343800718022123/4398046511104
879127324520953/140737488355328,79,1394120496807487/17592186044416
1032396233072303/140737488355328,80,706639555188203/8796093022208
593796526211521/70368744177664,81,5730714851180993/70368744177664
84044861410823/8796093022208,82,726159652032007/8796093022208
1503770423522683/140737488355328,83,2944401768365407/35184372088832
1664750975271585/140737488355328,84,373080863287829/4398046511104
456914859454969/35184372088832,85,3025374021939705/35184372088832
1992495811167555/140737488355328,86,3066583115276625/35184372088832
2159260095314621/140737488355328,87,3108274186313391/35184372088832
581988072565269/35184372088832,88,3150447235050005/35184372088832
2498572396006919/140737488355328,89,1596551130743233/17592186044416
1335560206276075/70368744177664,90,6472478531245547/70368744177664
2845596339896769/140737488355328,91,204991140466183/2199023255552
377750022255097/17592186044416,92,1661979603497465/17592186044416
3200331926984171/140737488355328,93,3368542144230779/35184372088832
1690295793363477/70368744177664,94,6827214118332949/70368744177664
3562779157269125/140737488355328,95,3459153951802017/35184372088832
936723659652671/35184372088832,96,3505182822137407/35184372088832
245808626921977/8796093022208,97,887923417543161/8796093022208
64389208338937/2199023255552,98,224917905994233/2199023255552
2155404273715845/70368744177664,99,7292322598685317/70368744177664
2251317835985401/70368744177664,100,7388236160954873/70368744177664
