a,b,c
284907598377859/281474976710656,42,2956345410878689/70368744177664
144170110022531/70368744177664,43,3029288621306755/70368744177664
218829631284199/70368744177664,44,3103948142568423/70368744177664
590410926758937/140737488355328,45,6360647949327385/140737488355328
746595212616679/140737488355328,46,6516832235185127/140737488355328
113276515017703/17592186044416,47,834556142838759/17592186044416
2138523298667545/281474976710656,48,1709874667975555/35184372088832
308935950048281/35184372088832,49,1751495205690393/35184372088832
2811317145439357/281474976710656,50,3587947797644063/70368744177664
394751491728359/35184372088832,51,1837310747370471/35184372088832
1755785982774397/140737488355328,52,7526023005342845/140737488355328
1935998620302561/140737488355328,53,7706235642871009/140737488355328
264955484937241/17592186044416,54,986235112758297/17592186044416
1153360880180249/70368744177664,55,4038479391464473/70368744177664
2497232262890271/140737488355328,56,8267469285458719/140737488355328
168198461692953/8796093022208,57,528838275603481/8796093022208
2888551132951427/140737488355328,58,8658788155519875/140737488355328
1544679750241405/70368744177664,59,4429798261525629/70368744177664
823400122420349/35184372088832,60,2265959378062461/35184372088832
218829631284199/8796093022208,61,579469445194727/8796093022208
232023770817511/8796093022208,62,592663584728039/8796093022208
981729796820093/35184372088832,63,2424289052462205/35184372088832
2072445331573885/70368744177664,64,4957563842858109/70368744177664
4366294760682371/140737488355328,65,2534132945812705/35184372088832
286945717492761/8796093022208,66,647585531403289/8796093022208
4819400820753183/140737488355328,67,330926182603801/4398046511104
2525551391644697/70368744177664,68,5410669902928921/70368744177664
660779670936601/17592186044416,69,1382059298757657/17592186044416
5524804573363425/140737488355328,70,352970049872871/4398046511104
5766804400901245/140737488355328,71,2884260355867423/35184372088832
1503059212526567/35184372088832,72,2945618468168679/35184372088832
3130550960489247/70368744177664,73,6015669471773471/70368744177664
1628349903379481/35184372088832,74,3070909159021593/35184372088832
1692282481931139/35184372088832,75,3134841737573251/35184372088832
878536607949799/17592186044416,76,1599816235770855/17592186044416
911361052642429/17592186044416,77,1632640680463485/17592186044416
944614575043459/17592186044416,78,1665894202864515/17592186044416
3913188700611559/70368744177664,79,6798307211895783/70368744177664
4049635411882883/70368744177664,80,6934753923167107/70368744177664
4187798433987809/70368744177664,81,7072916945272033/70368744177664
123/2,82,205/2
4469273410698465/70368744177664,83,7354391921982689/70368744177664
4612585365304195/70368744177664,84,7497703876588419/70368744177664
4757613630743527/70368744177664,85,7642732142027751/70368744177664
1226089551754115/17592186044416,86,1947369179575171/17592186044416
1263204773530749/17592186044416,87,1984484401351805/17592186044416
1300749073015783/17592186044416,88,2022028700836839/17592186044416
2677444900418435/35184372088832,89,4120004156060547/35184372088832
2754249810222105/35184372088832,90,4196809065864217/35184372088832
5663825750885151/70368744177664,91,8548944262169375/70368744177664
2910434096079847/35184372088832,92,4352993351721959/35184372088832
2989813472133919/35184372088832,93,4432372727776031/35184372088832
383756375450599/4398046511104,94,564076282405863/4398046511104
1575573345246233/17592186044416,95,2296852973067289/17592186044416
6466201065593881/70368744177664,96,1168914947109763/8796093022208
414489066314777/4398046511104,97,594808973270041/4398046511104
849895670914073/8796093022208,98,1210535484824601/8796093022208
3484110992211169/35184372088832,99,4926670247853281/35184372088832
7138994912365693/70368744177664,100,2506028355912479/17592186044416
