a,b,c
141519363290635/140737488355328,91,3201973328817539/35184372088832
142301238225943/70368744177664,92,6475488214215703/70368744177664
214624669741875/70368744177664,93,6547811645731635/70368744177664
287729976193115/70368744177664,94,6620916952182875/70368744177664
180808578789831/35184372088832,95,3347402066784711/35184372088832
436286213901517/70368744177664,96,6769473189891277/70368744177664
511737145158679/70368744177664,97,6844924121148439/70368744177664
146992487837787/17592186044416,98,1730289231835227/17592186044416
664984632478925/70368744177664,99,6998171608468685/70368744177664
742781188542009/70368744177664,100,7075968164531769/70368744177664
