a,b,c
1.020833333333334,25,25.020833333333336
2.083333333333334,26,26.083333333333336
3.1875,27,27.1875
4.333333333333332,28,28.333333333333332
5.520833333333332,29,29.520833333333332
6.75,30,30.75
8.020833333333332,31,32.02083333333333
9.333333333333332,32,33.33333333333333
10.6875,33,34.6875
12.083333333333332,34,36.08333333333333
13.520833333333332,35,37.52083333333333
15.0,36,39.0
16.520833333333332,37,40.52083333333333
18.083333333333332,38,42.08333333333333
19.6875,39,43.6875
21.333333333333336,40,45.333333333333336
23.020833333333336,41,47.020833333333336
24.75,42,48.75
26.520833333333336,43,50.520833333333336
28.333333333333336,44,52.333333333333336
30.1875,45,54.1875
32.083333333333336,46,56.083333333333336
34.020833333333336,47,58.020833333333336
36.0,48,60.0
38.020833333333336,49,62.020833333333336
40.083333333333336,50,64.08333333333334
42.1875,51,66.1875
44.333333333333336,52,68.33333333333334
46.520833333333336,53,70.52083333333334
48.75,54,72.75
51.020833333333336,55,75.02083333333334
53.33333333333333,56,77.33333333333333
55.6875,57,79.6875
58.08333333333333,58,82.08333333333333
60.52083333333333,59,84.52083333333333
63.0,60,87.0
65.52083333333333,61,89.52083333333333
68.08333333333333,62,92.08333333333333
70.6875,63,94.6875
73.33333333333333,64,97.33333333333333
76.02083333333333,65,100.02083333333333
78.75,66,102.75
81.52083333333333,67,105.52083333333333
84.33333333333333,68,108.33333333333333
87.1875,69,111.1875
90.08333333333333,70,114.08333333333333
93.02083333333333,71,117.02083333333333
96.0,72,120.0
99.02083333333333,73,123.02083333333333
102.08333333333333,74,126.08333333333333
105.1875,75,129.1875
108.33333333333333,76,132.33333333333331
111.52083333333333,77,135.52083333333331
114.75,78,138.75
118.02083333333334,79,142.02083333333334
121.33333333333334,80,145.33333333333334
124.6875,81,148.6875
128.08333333333334,82,152.08333333333334
131.52083333333334,83,155.52083333333334
135.0,84,159.0
138.52083333333334,85,162.52083333333334
142.08333333333334,86,166.08333333333334
145.6875,87,169.6875
149.33333333333334,88,173.33333333333334
153.02083333333334,89,177.02083333333334
156.75,90,180.75
160.52083333333334,91,184.52083333333334
164.33333333333334,92,188.33333333333334
168.1875,93,192.1875
172.08333333333334,94,196.08333333333334
176.02083333333334,95,200.02083333333334
180.0,96,204.0
184.02083333333334,97,208.02083333333334
188.08333333333334,98,212.08333333333334
192.1875,99,216.1875
196.33333333333334,100,220.33333333333334
