a,b,c
71503723922465/70368744177664,32,2252934793430049/70368744177664
581109629338129/281474976710656,33,581677119210529/17592186044416
885284200944805/281474976710656,34,2402752119743785/70368744177664
599269305254945/140737488355328,35,4962131444270113/140737488355328
1520872858033383/281474976710656,36,1280824642007965/35184372088832
1852286943515285/281474976710656,37,2644502805386405/70368744177664
1096390433477797/140737488355328,38,5459252572492965/140737488355328
317794328544289/35184372088832,39,1408509863298081/35184372088832
1450504113855719/140737488355328,40,5813366252870887/140737488355328
3268741665026973/281474976710656,41,2998616485764327/70368744177664
911388735075229/70368744177664,42,3092819804582813/70368744177664
4031448053533267/281474976710656,43,3189293082890901/70368744177664
2213210502362013/140737488355328,44,6576072641377181/140737488355328
2415236896936597/140737488355328,45,6778099035951765/140737488355328
2621803210490385/140737488355328,46,6984665349505553/140737488355328
2832909443023377/140737488355328,47,7195771582038545/140737488355328
3048555594535573/140737488355328,48,7411417733550741/140737488355328
3268741665026973/140737488355328,49,7631603804042141/140737488355328
3493467654497577/140737488355328,50,7856329793512745/140737488355328
1861366781473693/70368744177664,51,4042797850981277/70368744177664
1978269695188199/70368744177664,52,4159700764695783/70368744177664
4194885136784615/140737488355328,53,8557747275799783/140737488355328
1109442700543009/35184372088832,54,2200158235296801/35184372088832
4685196386538661/140737488355328,55,2262014631388457/35184372088832
2468580944942245/70368744177664,56,4650012014449829/70368744177664
1298416828052381/35184372088832,57,2389132362806173/35184372088832
5454712653513761/140737488355328,58,306799212266529/4398046511104
5720297913797203/140737488355328,59,2520790013203093/35184372088832
748802886632481/17592186044416,60,1294160654009377/17592186044416
3132544095650849/70368744177664,61,5313975165158433/70368744177664
93/2,62,155/2
3414019072361505/70368744177664,63,5595450141869089/70368744177664
889540374987809/17592186044416,64,1434898142364705/17592186044416
3704573887030569/70368744177664,65,5886004956538153/70368744177664
3853256233599505/70368744177664,66,6034687303107089/70368744177664
2002104269829021/35184372088832,67,3092819804582813/35184372088832
4157430805206181/70368744177664,68,6338861874713765/70368744177664
4312923030243923/70368744177664,69,6494354099751507/70368744177664
2235342607385633/35184372088832,70,3326058142139425/35184372088832
1157679339697053/17592186044416,71,1703037107073949/17592186044416
4793019462294759/70368744177664,72,6974450531802343/70368744177664
4957591525290909/70368744177664,73,7139022594798493/70368744177664
5124433547776661/70368744177664,74,7305864617284245/70368744177664
2646772764876007/35184372088832,75,3737488299629799/35184372088832
2732463735608485/35184372088832,76,3823179270362277/35184372088832
704822421521441/8796093022208,77,977501305209889/8796093022208
726812654076961/8796093022208,78,999491537765409/8796093022208
2996346526274725/35184372088832,79,4087062061028517/35184372088832
3086577415986407/35184372088832,80,4177292950740199/35184372088832
6355886570885781/70368744177664,81,8537317640393365/70368744177664
6540888269288349/70368744177664,82,8722319338795933/70368744177664
6728159927180519/70368744177664,83,8909590996688103/70368744177664
1729425386140573/17592186044416,84,2274783153517469/17592186044416
3554756560716833/35184372088832,85,4645472095470625/35184372088832
7303594657794643/70368744177664,86,2371256431825557/17592186044416
7499946153645221/70368744177664,87,2420344305788201/17592186044416
3849283804492701/35184372088832,88,4939999339246493/35184372088832
7899459023815185/70368744177664,89,630055630832673/4398046511104
4051310199067285/35184372088832,90,5142025733821077/35184372088832
2077012932985889/17592186044416,91,2622370700362785/17592186044416
4257876512621073/35184372088832,92,5348592047374865/35184372088832
124,93,155
4468982745154065/35184372088832,94,5559698279907857/35184372088832
2288119165518881/17592186044416,95,2833476932895777/17592186044416
4684628896666261/35184372088832,96,5775344431420053/35184372088832
599269305254945/4398046511104,97,735608747099169/4398046511104
4904814967157661/35184372088832,98,5995530501911453/35184372088832
5016610472020563/35184372088832,99,6107326006774355/35184372088832
5129540956628265/35184372088832,100,6220256491382057/35184372088832
