a,b,c
1.0499999999999998,11,11.05
2.2,12,12.2
3.4499999999999993,13,13.45
4.800000000000001,14,14.8
6.25,15,16.25
7.800000000000001,16,17.8
9.45,17,19.45
11.2,18,21.2
13.05,19,23.05
15.0,20,25.0
17.05,21,27.05
19.2,22,29.2
21.45,23,31.45
23.8,24,33.8
26.25,25,36.25
28.799999999999997,26,38.8
31.450000000000003,27,41.45
34.2,28,44.2
37.05,29,47.05
40.0,30,50.0
43.05,31,53.05
46.2,32,56.2
49.45,33,59.45
52.8,34,62.8
56.25,35,66.25
59.8,36,69.8
63.45,37,73.45
67.2,38,77.2
71.05,39,81.05
75.0,40,85.0
79.05,41,89.05
83.2,42,93.2
87.45,43,97.45
91.8,44,101.8
96.25,45,106.25
100.8,46,110.8
105.45,47,115.45
110.2,48,120.2
115.05,49,125.05
120.0,50,130.0
125.05000000000001,51,135.05
130.2,52,140.2
135.45,53,145.45
140.8,54,150.8
146.25,55,156.25
151.8,56,161.8
157.45,57,167.45
163.2,58,173.2
169.05,59,179.05
175.0,60,185.0
181.05,61,191.05
187.2,62,197.2
193.45,63,203.45
199.8,64,209.8
206.25,65,216.25
212.8,66,222.8
219.45,67,229.45
226.2,68,236.2
233.05,69,243.05
240.0,70,250.0
247.05,71,257.05
254.2,72,264.2
261.45,73,271.45
268.8,74,278.8
276.25,75,286.25
283.8,76,293.8
291.45,77,301.45
299.2,78,309.2
307.05,79,317.05
315.0,80,325.0
323.05,81,333.05
331.2,82,341.2
339.45,83,349.45
347.8,84,357.8
356.25,85,366.25
364.8,86,374.8
373.45,87,383.45
382.2,88,392.2
391.05,89,401.05
400.0,90,410.0
409.05,91,419.05
418.2,92,428.2
427.45,93,437.45
436.8,94,446.8
446.25,95,456.25
455.8,96,465.8
465.45,97,475.45
475.2,98,485.2
485.05,99,495.05
495.0,100,505.0
