a,b,c
1.0087719298245617,58,58.00877192982456
2.0350877192982466,59,59.03508771929825
3.0789473684210513,60,60.078947368421055
4.140350877192979,61,61.14035087719298
5.219298245614034,62,62.219298245614034
6.315789473684212,63,63.31578947368421
7.429824561403507,64,64.4298245614035
8.561403508771932,65,65.56140350877193
9.710526315789473,66,66.71052631578948
10.877192982456137,67,67.87719298245614
12.061403508771932,68,69.06140350877193
13.263157894736842,69,70.26315789473685
14.482456140350877,70,71.48245614035088
15.719298245614034,71,72.71929824561403
16.973684210526315,72,73.97368421052632
18.24561403508772,73,75.24561403508773
19.535087719298247,74,76.53508771929825
20.842105263157897,75,77.84210526315789
22.166666666666664,76,79.16666666666666
23.50877192982456,77,80.50877192982456
24.868421052631582,78,81.86842105263159
26.24561403508772,79,83.24561403508773
27.64035087719298,80,84.64035087719299
29.05263157894737,81,86.05263157894737
30.482456140350877,82,87.48245614035088
31.929824561403507,83,88.9298245614035
33.39473684210526,84,90.39473684210526
34.87719298245614,85,91.87719298245614
36.37719298245614,86,93.37719298245614
37.89473684210526,87,94.89473684210526
39.42982456140351,88,96.4298245614035
40.98245614035088,89,97.98245614035088
42.55263157894737,90,99.55263157894737
44.140350877192986,91,101.14035087719299
45.745614035087726,92,102.74561403508773
47.368421052631575,93,104.36842105263158
49.00877192982456,94,106.00877192982456
50.66666666666667,95,107.66666666666667
52.34210526315789,96,109.34210526315789
54.03508771929825,97,111.03508771929825
55.745614035087726,98,112.74561403508773
57.473684210526315,99,114.47368421052632
59.21929824561404,100,116.21929824561404
