a,b,c,k,b^2/k
1.25,3,3.25,2,4.5
3.0,4,5.0,2,8.0
5.25,5,7.25,2,12.5
8.0,6,10.0,2,18.0
11.25,7,13.25,2,24.5
15.0,8,17.0,2,32.0
19.25,9,21.25,2,40.5
24.0,10,26.0,2,50.0
29.25,11,31.25,2,60.5
35.0,12,37.0,2,72.0
41.25,13,43.25,2,84.5
48.0,14,50.0,2,98.0
55.25,15,57.25,2,112.5
63.0,16,65.0,2,128.0
71.25,17,73.25,2,144.5
80.0,18,82.0,2,162.0
89.25,19,91.25,2,180.5
99.0,20,101.0,2,200.0
109.25,21,111.25,2,220.5
120.0,22,122.0,2,242.0
131.25,23,133.25,2,264.5
143.0,24,145.0,2,288.0
155.25,25,157.25,2,312.5
168.0,26,170.0,2,338.0
181.25,27,183.25,2,364.5
195.0,28,197.0,2,392.0
209.25,29,211.25,2,420.5
224.0,30,226.0,2,450.0
239.25,31,241.25,2,480.5
255.0,32,257.0,2,512.0
271.25,33,273.25,2,544.5
288.0,34,290.0,2,578.0
305.25,35,307.25,2,612.5
323.0,36,325.0,2,648.0
341.25,37,343.25,2,684.5
360.0,38,362.0,2,722.0
379.25,39,381.25,2,760.5
399.0,40,401.0,2,800.0
419.25,41,421.25,2,840.5
440.0,42,442.0,2,882.0
461.25,43,463.25,2,924.5
483.0,44,485.0,2,968.0
505.25,45,507.25,2,1012.5
528.0,46,530.0,2,1058.0
551.25,47,553.25,2,1104.5
575.0,48,577.0,2,1152.0
599.25,49,601.25,2,1200.5
624.0,50,626.0,2,1250.0
649.25,51,651.25,2,1300.5
675.0,52,677.0,2,1352.0
701.25,53,703.25,2,1404.5
728.0,54,730.0,2,1458.0
755.25,55,757.25,2,1512.5
783.0,56,785.0,2,1568.0
811.25,57,813.25,2,1624.5
840.0,58,842.0,2,1682.0
869.25,59,871.25,2,1740.5
899.0,60,901.0,2,1800.0
929.25,61,931.25,2,1860.5
960.0,62,962.0,2,1922.0
991.25,63,993.25,2,1984.5
1023.0,64,1025.0,2,2048.0
1055.25,65,1057.25,2,2112.5
1088.0,66,1090.0,2,2178.0
1121.25,67,1123.25,2,2244.5
1155.0,68,1157.0,2,2312.0
1189.25,69,1191.25,2,2380.5
1224.0,70,1226.0,2,2450.0
1259.25,71,1261.25,2,2520.5
1295.0,72,1297.0,2,2592.0
1331.25,73,1333.25,2,2664.5
1368.0,74,1370.0,2,2738.0
1405.25,75,1407.25,2,2812.5
1443.0,76,1445.0,2,2888.0
1481.25,77,1483.25,2,2964.5
1520.0,78,1522.0,2,3042.0
1559.25,79,1561.25,2,3120.5
1599.0,80,1601.0,2,3200.0
1639.25,81,1641.25,2,3280.5
1680.0,82,1682.0,2,3362.0
1721.25,83,1723.25,2,3444.5
1763.0,84,1765.0,2,3528.0
1805.25,85,1807.25,2,3612.5
1848.0,86,1850.0,2,3698.0
1891.25,87,1893.25,2,3784.5
1935.0,88,1937.0,2,3872.0
1979.25,89,1981.25,2,3960.5
2024.0,90,2026.0,2,4050.0
2069.25,91,2071.25,2,4140.5
2115.0,92,2117.0,2,4232.0
2161.25,93,2163.25,2,4324.5
2208.0,94,2210.0,2,4418.0
2255.25,95,2257.25,2,4512.5
2303.0,96,2305.0,2,4608.0
2351.25,97,2353.25,2,4704.5
2400.0,98,2402.0,2,4802.0
2449.25,99,2451.25,2,4900.5
2499.0,100,2501.0,2,5000.0
