a,b,c
141772322828529/140737488355328,69,606995095686927/8796093022208
71403578650865/35184372088832,70,2463940880691441/35184372088832
53940746915599/17592186044416,71,1250209397935887/17592186044416
579507304992527/140737488355328,72,634353532072177/8796093022208
91194787950833/17592186044416,73,1287463438971121/17592186044416
440839485583601/70368744177664,74,5225914089664753/70368744177664
517934653837071/70368744177664,75,5303009257918223/70368744177664
298032328281871/35184372088832,76,2690569630322447/35184372088832
337614746881807/35184372088832,77,2730152048922383/35184372088832
755429165436687/70368744177664,78,5540503769517839/70368744177664
836663671582961/70368744177664,79,5621738275664113/70368744177664
229733253050609/17592186044416,80,1426001904070897/17592186044416
2004474374590223/140737488355328,81,723413973922033/8796093022208
271644049215247/17592186044416,82,1467912700235535/17592186044416
585975020450033/35184372088832,83,2978512322490609/35184372088832
2516717438824689/140737488355328,84,755429165436687/8796093022208
153/8,85,697/8
2868561159713009/140737488355328,86,777419397992207/8796093022208
761896880894193/35184372088832,87,3154434182934769/35184372088832
403585444548367/17592186044416,88,1599854095568655/17592186044416
3411849258143503/140737488355328,89,811374904144113/8796093022208
449635578605809/17592186044416,90,1645904229626097/17592186044416
1892194834247921/70368744177664,91,6677269438329073/70368744177664
1986882188545807/70368744177664,92,6771956792626959/70368744177664
1041302188658447/35184372088832,93,3433839490699023/35184372088832
1089680700280591/35184372088832,94,3482218002321167/35184372088832
2277153258278671/70368744177664,95,7062227862359823/70368744177664
2375979950469361/70368744177664,96,7161054554550513/70368744177664
618960369283313/17592186044416,97,1815229020303601/17592186044416
322092229783793/8796093022208,98,920226555293937/8796093022208
669667258470159/17592186044416,99,1865935909490447/17592186044416
1390817531982065/35184372088832,100,3783354834022641/35184372088832
