a,b,c
286327993550495/281474976710656,30,8449102318159519/281474976710656
145590505195167/70368744177664,31,2186284086347423/70368744177664
444051040845259/140737488355328,32,4525438203149771/140737488355328
601774088140023/140737488355328,33,4683161250444535/140737488355328
382175076137313/70368744177664,34,2422868657289569/70368744177664
232944808312267/35184372088832,35,1253291598888395/35184372088832
1104061331063349/140737488355328,36,5185448493367861/140737488355328
2562392891434937/281474976710656,37,1340645902005495/35184372088832
2926369154422855/281474976710656,38,1386142934878985/35184372088832
1650025725545225/140737488355328,39,5731412887849737/140737488355328
1841719890718861/140737488355328,40,5923107053023373/140737488355328
4076534145464673/281474976710656,41,382478389689803/8796093022208
2239667271585651/140737488355328,42,6321054433890163/140737488355328
611480121819701/35184372088832,43,1631826912395829/35184372088832
664256679952949/35184372088832,44,1684603470529077/35184372088832
2872985969184627/140737488355328,45,6954373131489139/140737488355328
3093798235397297/140737488355328,46,7175185397701809/140737488355328
3319463518449805/140737488355328,47,7400850680754317/140737488355328
3549981818342153/140737488355328,48,7631368980646665/140737488355328
3785353135074339/140737488355328,49,7866740297378851/140737488355328
4025577468646365/140737488355328,50,8106964630950877/140737488355328
4270654819058229/140737488355328,51,8352041981362741/140737488355328
1130146296577483/35184372088832,52,2150493087153611/35184372088832
2387684285200737/70368744177664,53,4428377866352993/70368744177664
5035004971332855/140737488355328,54,1139549016704671/17592186044416
5299494389104075/140737488355328,55,2345220387852147/35184372088832
2784418411857567/70368744177664,56,4825111993009823/70368744177664
5843032275166031/140737488355328,57,620276214841909/8796093022208
87/2,58,145/2
6405982228587343/140737488355328,59,655460586930741/8796093022208
3347368365278879/70368744177664,60,5388061946431135/70368744177664
1747086062342003/35184372088832,61,2767432852918131/35184372088832
910850598127263/17592186044416,62,1421023993415327/17592186044416
3795059168754017/70368744177664,63,5835752749906273/70368744177664
1974571226709451/35184372088832,64,2994918017285579/35184372088832
2052826123251853/35184372088832,65,3073172913827981/35184372088832
2132294274004215/35184372088832,66,3152641064580343/35184372088832
2212975678966537/35184372088832,67,3233322469542665/35184372088832
1147435169069409/17592186044416,68,1657608564357473/17592186044416
4755956503042119/70368744177664,69,6796650084194375/70368744177664
615574854778315/8796093022208,70,870661552422347/8796093022208
5095667681830841/70368744177664,71,7136361262983097/70368744177664
2634581516927541/35184372088832,72,3654928307503669/35184372088832
2722542447149621/35184372088832,73,3742889237725749/35184372088832
5623433263163321/70368744177664,74,7664126844315577/70368744177664
725526017555915/8796093022208,75,980612715199947/8796093022208
5987409526151239/70368744177664,76,8028103107303495/70368744177664
1543259355068769/17592186044416,77,2053432750356833/17592186044416
3180545911409417/35184372088832,78,4200892701985545/35184372088832
3275786366891255/35184372088832,79,4296133157467383/35184372088832
3372240076583053/35184372088832,80,4392586867159181/35184372088832
3469907040484811/35184372088832,81,4490253831060939/35184372088832
7137574517193057/70368744177664,82,286820878073291/2199023255552
1834440365459103/17592186044416,83,2344613760747167/17592186044416
3770187457449843/35184372088832,84,4790534248025971/35184372088832
7745414876382879/70368744177664,85,305815889297973/2199023255552
994110168285749/8796093022208,86,1249196865929781/8796093022208
116,87,145
1046886726418997/8796093022208,88,1301973424063029/8796093022208
4294919903257423/35184372088832,89,5315266693833551/35184372088832
4403506155048819/35184372088832,90,5423852945624947/35184372088832
2256652830525087/17592186044416,91,2766826225813151/17592186044416
4624318421261489/35184372088832,92,5644665211837617/35184372088832
4736544435682763/35184372088832,93,5756891226258891/35184372088832
4849983704313997/35184372088832,94,5870330494890125/35184372088832
4964636227155191/35184372088832,95,5984983017731319/35184372088832
5080502004206345/35184372088832,96,6100848794782473/35184372088832
2598790517733729/17592186044416,97,3108963913021793/17592186044416
5315873320938531/35184372088832,98,6336220111514659/35184372088832
1358844715154891/8796093022208,99,1613931412798923/8796093022208
5556097654510557/35184372088832,100,6576444445086685/35184372088832
