a,b,c
286501315580489/281474976710656,29,8167800663478857/281474976710656
583055308900645/281474976710656,30,8464354656799013/281474976710656
444830989980233/140737488355328,31,4385480663929417/140737488355328
603160664379977/140737488355328,32,4543810338329161/140737488355328
1533033355299109/281474976710656,33,2353583175799369/70368744177664
1869798059577929/281474976710656,34,1218887175934537/35184372088832
63/8,35,287/8
2573485501354569/281474976710656,36,1306848106156617/35184372088832
2940408238852389/281474976710656,37,2705426896687689/70368744177664
1658691827044937/140737488355328,38,5599341500994121/140737488355328
1852205873533513/140737488355328,39,5792855547482697/140737488355328
4101492517783845/281474976710656,40,2995697966420553/70368744177664
4508625966240329/281474976710656,41,1548740664267337/35184372088832
35/2,42,91/2
2676525448186149/140737488355328,43,6617175122135333/140737488355328
1447585594511945/70368744177664,44,3417910431486537/70368744177664
3118843268731465/140737488355328,45,7059492942680649/140737488355328
3347541687308873/140737488355328,46,7288191361258057/140737488355328
1790633222378057/70368744177664,47,3760958059352649/70368744177664
3820017541073189/140737488355328,48,7760667215022373/140737488355328
231/8,49,455/8
4312598750316837/140737488355328,50,8253248424266021/140737488355328
2283214431621705/70368744177664,51,4253539268596297/70368744177664
4825285315039817/140737488355328,52,8765934988989001/140737488355328
5089168105706057/140737488355328,53,1128727222456905/17592186044416
2679038617621065/70368744177664,54,4649363454595657/70368744177664
5632012703648037/140737488355328,55,2393165594399305/35184372088832
42,56,70
6194962657069349/140737488355328,57,2533903082754633/35184372088832
3241988571042377/70368744177664,58,5212313408016969/70368744177664
6778017965969993/140737488355328,59,1339833454989897/17592186044416
3538542564362533/70368744177664,60,5508867401337125/70368744177664
3690589315174985/70368744177664,61,5660914152149577/70368744177664
1922574617711177/35184372088832,62,2907737036198473/35184372088832
455/8,63,679/8
2080904292110921/35184372088832,64,3066066710598217/35184372088832
4323908012773961/70368744177664,65,6294232849748553/70368744177664
4488520610760997/70368744177664,66,6458845447735589/70368744177664
4655646378182949/70368744177664,67,6625971215157541/70368744177664
4825285315039817/70368744177664,68,6795610152014409/70368744177664
2498718710665801/35184372088832,69,3483881129153097/35184372088832
147/2,70,203/2
2674640571109961/35184372088832,71,3659802989597257/35184372088832
5528972756816457/70368744177664,72,7499297593791049/70368744177664
5711177540847909/70368744177664,73,7681502377822501/70368744177664
5895895494314277/70368744177664,74,7866220331288869/70368744177664
6083126617215561/70368744177664,75,8053451454190153/70368744177664
3136435454775881/35184372088832,76,4121597873263177/35184372088832
735/8,77,959/8
3329949501264457/35184372088832,78,4315111919751753/35184372088832
6857182803169865/70368744177664,79,8827507640144457/70368744177664
7056979773245733/70368744177664,80,2256826152555081/17592186044416
7259289912756517/70368744177664,81,2307403687432777/17592186044416
7464113221702217/70368744177664,82,1179304757334601/8796093022208
3835724850041417/35184372088832,83,4820887268528713/35184372088832
112,84,140
4046831082574409/35184372088832,85,5031993501061705/35184372088832
4154269075917093/35184372088832,86,5139431494404389/35184372088832
2131481826988617/17592186044416,87,2624063036232265/17592186044416
2186457408377417/17592186044416,88,2679038617621065/17592186044416
4484122564249893/35184372088832,89,5469284982737189/35184372088832
4596586896462409/35184372088832,90,5581749314949705/35184372088832
1071/8,91,1295/8
4825285315039817/35184372088832,92,5810447733527113/35184372088832
4941519401404709/35184372088832,93,5926681819892005/35184372088832
2529505036243529/17592186044416,94,3022086245487177/17592186044416
2588878664143433/17592186044416,95,3081459873387081/17592186044416
5297761168804133/35184372088832,96,6282923587291429/35184372088832
5419021594038857/35184372088832,97,6404184012526153/35184372088832
315/2,98,371/2
5665312198660681/35184372088832,99,6650474617147977/35184372088832
5790342378047781/35184372088832,100,6775504796535077/35184372088832
