a,b,c
575187995886993/562949953421312,24,845189807786073/35184372088832
1174852076705347/562949953421312,25,3530675251348881/140737488355328
899496121227531/281474976710656,26,7373420585572619/281474976710656
2447608493136139/562949953421312,27,3848864355456579/140737488355328
1560350414374289/281474976710656,28,8034274878719377/281474976710656
1909134624646189/281474976710656,29,8383059088991277/281474976710656
2270156877383769/281474976710656,30,8744081341728857/281474976710656
1321708586293515/140737488355328,31,4558670818466059/140737488355328
757228877563993/70368744177664,32,2375709993650265/70368744177664
3426651890390595/281474976710656,33,2475144088683921/70368744177664
1918313156495449/140737488355328,34,5155275388667993/140737488355328
2129419389028441/140737488355328,35,5366381621200985/140737488355328
4693289285588547/281474976710656,36,2791803437483409/70368744177664
1284994458896473/70368744177664,37,2903475574982745/70368744177664
2799452214024459/140737488355328,38,6036414446197003/140737488355328
3035034531488813/140737488355328,39,6271996763661357/140737488355328
1638367935093003/70368744177664,40,3256849051179275/70368744177664
440569528764505/17592186044416,41,845189807786073/17592186044416
3778495611278915/140737488355328,42,7015457843451459/140737488355328
2019277006837315/70368744177664,43,3637758122923587/70368744177664
4304731437303185/140737488355328,44,7541693669475729/140737488355328
1144256970541145/35184372088832,45,1953497528584281/35184372088832
69/2,46,115/2
1284994458896473/35184372088832,47,2094235016939609/35184372088832
5430631344145809/140737488355328,48,8667593576318353/140737488355328
2863701936969283/70368744177664,49,4482183053055555/70368744177664
6030295424964163/140737488355328,50,2316814414284177/35184372088832
792413249652825/17592186044416,51,1197033528674393/17592186044416
3327217795356939/70368744177664,52,4945698911443211/70368744177664
6975684205437997/140737488355328,53,2553161609402635/35184372088832
7303051841394955/140737488355328,54,2635003518391875/35184372088832
3818269249292377/70368744177664,55,5436750365378649/70368744177664
3988072088503697/70368744177664,56,5606553204589969/70368744177664
4160934438331437/70368744177664,57,5779415554417709/70368744177664
4336856298775597/70368744177664,58,5955337414861869/70368744177664
4515837669836177/70368744177664,59,6134318785922449/70368744177664
4697878551513177/70368744177664,60,6316359667599449/70368744177664
2441489471903299/35184372088832,61,3250730029946435/35184372088832
2535569423358219/35184372088832,62,3344809981401355/35184372088832
5262358260242699/70368744177664,63,6880839376328971/70368744177664
1364159296096345/17592186044416,64,1768779575117913/17592186044416
5653975619144481/70368744177664,65,7272456735230753/70368744177664
5854373564520003/70368744177664,66,7472854680606275/70368744177664
757228877563993/8796093022208,67,959539017074777/8796093022208
3132173993560153/35184372088832,68,3941414551603289/35184372088832
92,69,115
3343280226093145/35184372088832,70,4152520784136281/35184372088832
862781993830489/8796093022208,71,1065092133341273/8796093022208
7121010959717955/70368744177664,72,8739492075804227/70368744177664
7342825479408417/70368744177664,73,8961306595494689/70368744177664
1891924877428825/17592186044416,74,2296545156450393/17592186044416
7795633050638603/70368744177664,75,2353528541681219/17592186044416
4013313051089163/35184372088832,76,4822553609132299/35184372088832
4130339332167235/35184372088832,77,4939579890210371/35184372088832
4248895368553517/35184372088832,78,5058135926596653/35184372088832
546122645031001/4398046511104,79,647277714786393/4398046511104
2245298353625355/17592186044416,80,2649918632646923/17592186044416
2306871004780811/17592186044416,81,2711491283802379/17592186044416
592302133397593/4398046511104,82,693457203152985/4398046511104
4864621880108077/35184372088832,83,5673862438151213/35184372088832
4992356448343619/35184372088832,84,5801597006386755/35184372088832
5121620771887371/35184372088832,85,5930861329930507/35184372088832
2626207425369667/17592186044416,86,3030827704391235/17592186044416
2692369342449753/17592186044416,87,3096989621471321/17592186044416
5518592274367889/35184372088832,88,6327832832411025/35184372088832
5653975619144481/35184372088832,89,6463216177187617/35184372088832
1447722179807321/8796093022208,90,1650032319318105/8796093022208
5929331574622297/35184372088832,91,6738572132665433/35184372088832
345/2,92,391/2
6210806551332953/35184372088832,93,7020047109376089/35184372088832
1588459668162649/8796093022208,94,1790769807673433/8796093022208
6498400549276449/35184372088832,95,7307641107319585/35184372088832
6644492181210513/35184372088832,96,7453732739253649/35184372088832
3396056784226393/17592186044416,97,3800677063247961/17592186044416
3470632355501635/17592186044416,98,3875252634523203/17592186044416
7091945608861963/35184372088832,99,7901186166905099/35184372088832
7244156262028867/35184372088832,100,8053396820072003/35184372088832
