a,b,c
583055308900645/562949953421312,15,8464354656799013/562949953421312
603160664379977/281474976710656,16,4543810338329161/281474976710656
1869798059577929/562949953421312,17,1218887175934537/70368744177664
2573485501354569/562949953421312,18,1306848106156617/70368744177664
1658691827044937/281474976710656,19,5599341500994121/281474976710656
4101492517783845/562949953421312,20,2995697966420553/140737488355328
35/4,21,91/4
1447585594511945/140737488355328,22,3417910431486537/140737488355328
3347541687308873/281474976710656,23,7288191361258057/281474976710656
3820017541073189/281474976710656,24,7760667215022373/281474976710656
4312598750316837/281474976710656,25,8253248424266021/281474976710656
4825285315039817/281474976710656,26,8765934988989001/281474976710656
2679038617621065/140737488355328,27,4649363454595657/140737488355328
21,28,35
3241988571042377/140737488355328,29,5212313408016969/140737488355328
3538542564362533/140737488355328,30,5508867401337125/140737488355328
1922574617711177/70368744177664,31,2907737036198473/70368744177664
2080904292110921/70368744177664,32,3066066710598217/70368744177664
4488520610760997/140737488355328,33,6458845447735589/140737488355328
4825285315039817/140737488355328,34,6795610152014409/140737488355328
147/4,35,203/4
5528972756816457/140737488355328,36,7499297593791049/140737488355328
5895895494314277/140737488355328,37,7866220331288869/140737488355328
3136435454775881/70368744177664,38,4121597873263177/70368744177664
3329949501264457/70368744177664,39,4315111919751753/70368744177664
7056979773245733/140737488355328,40,2256826152555081/35184372088832
7464113221702217/140737488355328,41,1179304757334601/17592186044416
56,42,70
4154269075917093/70368744177664,43,5139431494404389/70368744177664
2186457408377417/35184372088832,44,2679038617621065/35184372088832
4596586896462409/70368744177664,45,5581749314949705/70368744177664
4825285315039817/70368744177664,46,5810447733527113/70368744177664
2529505036243529/35184372088832,47,3022086245487177/35184372088832
5297761168804133/70368744177664,48,6282923587291429/70368744177664
315/4,49,371/4
5790342378047781/70368744177664,50,6775504796535077/70368744177664
3022086245487177/35184372088832,51,3514667454730825/35184372088832
6303028942770761/70368744177664,52,7288191361258057/70368744177664
6566911733437001/70368744177664,53,7552074151924297/70368744177664
3417910431486537/35184372088832,54,3910491640730185/35184372088832
7109756331378981/70368744177664,55,8094918749866277/70368744177664
105,56,119
7672706284800293/70368744177664,57,8657868703287589/70368744177664
3980860384907849/35184372088832,58,4473441594151497/35184372088832
8255761593700937/70368744177664,59,1155115501523529/8796093022208
4277414378228005/35184372088832,60,4769995587471653/35184372088832
4429461129040457/35184372088832,61,4922042338284105/35184372088832
2292010524643913/17592186044416,62,2538301129265737/17592186044416
539/4,63,595/4
2450340199043657/17592186044416,64,2696630803665481/17592186044416
5062779826639433/35184372088832,65,5555361035883081/35184372088832
5227392424626469/35184372088832,66,5719973633870117/35184372088832
5394518192048421/35184372088832,67,5887099401292069/35184372088832
5564157128905289/35184372088832,68,6056738338148937/35184372088832
2868154617598537/17592186044416,69,3114445222220361/17592186044416
168,70,182
3044076478042697/17592186044416,71,3290367082664521/17592186044416
6267844570681929/35184372088832,72,6760425779925577/35184372088832
6450049354713381/35184372088832,73,6942630563957029/35184372088832
6634767308179749/35184372088832,74,7127348517423397/35184372088832
6821998431081033/35184372088832,75,7314579640324681/35184372088832
3505871361708617/17592186044416,76,3752161966330441/17592186044416
819/4,77,875/4
3699385408197193/17592186044416,78,3945676012819017/17592186044416
7596054617035337/35184372088832,79,8088635826278985/35184372088832
7795851587111205/35184372088832,80,8288432796354853/35184372088832
7998161726621989/35184372088832,81,8490742935865637/35184372088832
8202985035567689/35184372088832,82,8695566244811337/35184372088832
4205160756974153/17592186044416,83,4451451361595977/17592186044416
245,84,259
4416266989507145/17592186044416,85,4662557594128969/17592186044416
4523704982849829/17592186044416,86,4769995587471653/17592186044416
2316199780454985/8796093022208,87,2439345082765897/8796093022208
2371175361843785/8796093022208,88,2494320664154697/8796093022208
4853558471182629/17592186044416,89,5099849075804453/17592186044416
4966022803395145/17592186044416,90,5212313408016969/17592186044416
1155/4,91,1211/4
5194721221972553/17592186044416,92,5441011826594377/17592186044416
5310955308337445/17592186044416,93,5557245912959269/17592186044416
2714222989709897/8796093022208,94,2837368292020809/8796093022208
2773596617609801/8796093022208,95,2896741919920713/8796093022208
5667197075736869/17592186044416,96,5913487680358693/17592186044416
5788457500971593/17592186044416,97,6034748105593417/17592186044416
336,98,350
6034748105593417/17592186044416,99,6281038710215241/17592186044416
6159778284980517/17592186044416,100,6406068889602341/17592186044416
