a,b,c
1.0625,9,9.0625
2.25,10,10.25
3.5625,11,11.5625
5.0,12,13.0
6.5625,13,14.5625
8.25,14,16.25
10.0625,15,18.0625
12.0,16,20.0
14.0625,17,22.0625
16.25,18,24.25
18.5625,19,26.5625
21.0,20,29.0
23.5625,21,31.5625
26.25,22,34.25
29.0625,23,37.0625
32.0,24,40.0
35.0625,25,43.0625
38.25,26,46.25
41.5625,27,49.5625
45.0,28,53.0
48.5625,29,56.5625
52.25,30,60.25
56.0625,31,64.0625
60.0,32,68.0
64.0625,33,72.0625
68.25,34,76.25
72.5625,35,80.5625
77.0,36,85.0
81.5625,37,89.5625
86.25,38,94.25
91.0625,39,99.0625
96.0,40,104.0
101.0625,41,109.0625
106.25,42,114.25
111.5625,43,119.5625
117.0,44,125.0
122.5625,45,130.5625
128.25,46,136.25
134.0625,47,142.0625
140.0,48,148.0
146.0625,49,154.0625
152.25,50,160.25
158.5625,51,166.5625
165.0,52,173.0
171.5625,53,179.5625
178.25,54,186.25
185.0625,55,193.0625
192.0,56,200.0
199.0625,57,207.0625
206.25,58,214.25
213.5625,59,221.5625
221.0,60,229.0
228.5625,61,236.5625
236.25,62,244.25
244.0625,63,252.0625
252.0,64,260.0
260.0625,65,268.0625
268.25,66,276.25
276.5625,67,284.5625
285.0,68,293.0
293.5625,69,301.5625
302.25,70,310.25
311.0625,71,319.0625
320.0,72,328.0
329.0625,73,337.0625
338.25,74,346.25
347.5625,75,355.5625
357.0,76,365.0
366.5625,77,374.5625
376.25,78,384.25
386.0625,79,394.0625
396.0,80,404.0
406.0625,81,414.0625
416.25,82,424.25
426.5625,83,434.5625
437.0,84,445.0
447.5625,85,455.5625
458.25,86,466.25
469.0625,87,477.0625
480.0,88,488.0
491.0625,89,499.0625
502.25,90,510.25
513.5625,91,521.5625
525.0,92,533.0
536.5625,93,544.5625
548.25,94,556.25
560.0625,95,568.0625
572.0,96,580.0
584.0625,97,592.0625
596.25,98,604.25
608.5625,99,616.5625
621.0,100,629.0
