a,b,c
287104476244869/281474976710656,26,7323978894011269/281474976710656
1170935903116329/562949953421312,27,1905585592331141/70368744177664
447545212969943/140737488355328,28,3965982421853143/140737488355328
607985949695017/140737488355328,29,4126423158578217/140737488355328
11/2,30,61/2
236438980436951/35184372088832,31,1116048282657751/35184372088832
2246170314151035/281474976710656,32,2320761182979359/70368744177664
326510972984361/35184372088832,33,1206120275205161/35184372088832
2989264252667167/281474976710656,34,313316833451049/8796093022208
12,35,37
944348546864251/70368744177664,36,2703567151305851/70368744177664
4188347653454561/281474976710656,37,350788189725655/8796093022208
4610560118520545/281474976710656,38,363982329258967/8796093022208
1261007895663739/70368744177664,39,3020226500105339/70368744177664
39/2,40,89/2
2972375754064527/140737488355328,41,6490812962947727/140737488355328
801499996183593/35184372088832,42,1681109298404393/35184372088832
3445253714938429/140737488355328,43,6963690923821629/140737488355328
922534236169175/35184372088832,44,1802143538389975/35184372088832
28,45,53
4196791902755881/140737488355328,46,7715229111639081/140737488355328
4458563631096791/140737488355328,47,7977000839979991/140737488355328
2362982429485957/70368744177664,48,4122201033927557/70368744177664
4998995586381251/140737488355328,49,8517432795264451/140737488355328
75/2,50,125/2
5561945539802563/140737488355328,51,2270095687171441/35184372088832
2925932382907269/70368744177664,52,4685150987348869/70368744177664
6147413491360727/140737488355328,53,1208231337530491/17592186044416
6448591716441129/140737488355328,54,1245878615665541/17592186044416
48,55,73
1766959166301143/35184372088832,56,2646568468521943/35184372088832
3692951694443807/70368744177664,57,5452170298885407/70368744177664
1927399903026217/35184372088832,58,2807009205247017/35184372088832
502432833428521/8796093022208,59,722335158983721/8796093022208
119/2,60,169/2
4357232639480955/70368744177664,61,6116451243922555/70368744177664
566292468769751/8796093022208,62,786194794324951/8796093022208
588282701325271/8796093022208,63,808185026880471/8796093022208
4884998220813435/70368744177664,64,6644216825255035/70368744177664
72,65,97
656364461317161/8796093022208,66,876266786872361/8796093022208
2719048275024937/35184372088832,67,3598657577245737/35184372088832
5628092159329567/70368744177664,68,7387310763771167/70368744177664
2910451259188183/35184372088832,69,3790060561408983/35184372088832
171/2,70,221/2
1553741871442821/17592186044416,71,1993546522553221/17592186044416
1604055523529851/17592186044416,72,2043860174640251/17592186044416
6620291452234629/70368744177664,73,8379510056676229/70368744177664
6827175560116961/70368744177664,74,8586394164558561/70368744177664
100,75,125
7249388025182945/70368744177664,76,281518957175767/2199023255552
7464716382366597/70368744177664,77,2305983746702049/17592186044416
1920714872329339/17592186044416,78,2360519523439739/17592186044416
1975954336508805/17592186044416,79,2415758987619205/17592186044416
231/2,80,281/2
4177088654386135/35184372088832,81,5056697956606935/35184372088832
4291789707395727/35184372088832,82,5171399009616527/35184372088832
4407898135288873/35184372088832,83,5287507437509673/35184372088832
1131353484516393/8796093022208,84,1351255810071593/8796093022208
132,85,157
4764667668269629/35184372088832,86,5644276970490429/35184372088832
1221601398924247/8796093022208,87,1441503724479447/8796093022208
1252387724501975/8796093022208,88,1472290050057175/8796093022208
5134103575202365/35184372088832,89,6013712877423165/35184372088832
299/2,90,349/2
1346857763560489/8796093022208,91,1566760089115689/8796093022208
5516205856087081/35184372088832,92,6395815158307881/35184372088832
5646388032815759/35184372088832,93,6525997335036559/35184372088832
5777977584427991/35184372088832,94,6657586886648791/35184372088832
168,95,193
3022689406151557/17592186044416,96,3462494057261957/17592186044416
3090595244283003/17592186044416,97,3530399895393403/17592186044416
6318409539712451/35184372088832,98,7198018841933251/35184372088832
6457035965742449/35184372088832,99,7336645267963249/35184372088832
375/2,100,425/2
