a,b,c
1.1,6,6.1
2.4000000000000004,7,7.4
3.9000000000000004,8,8.9
5.6,9,10.6
7.5,10,12.5
9.6,11,14.6
11.9,12,16.9
14.399999999999999,13,19.4
17.1,14,22.1
20.0,15,25.0
23.1,16,28.1
26.4,17,31.4
29.9,18,34.9
33.6,19,38.6
37.5,20,42.5
41.6,21,46.6
45.9,22,50.9
50.4,23,55.4
55.1,24,60.1
60.0,25,65.0
65.1,26,70.1
70.4,27,75.4
75.9,28,80.9
81.6,29,86.6
87.5,30,92.5
93.6,31,98.6
99.9,32,104.9
106.4,33,111.4
113.1,34,118.1
120.0,35,125.0
127.1,36,132.1
134.4,37,139.4
141.9,38,146.9
149.6,39,154.6
157.5,40,162.5
165.6,41,170.6
173.9,42,178.9
182.4,43,187.4
191.1,44,196.1
200.0,45,205.0
209.1,46,214.1
218.4,47,223.4
227.9,48,232.9
237.6,49,242.6
247.5,50,252.5
257.6,51,262.6
267.9,52,272.9
278.4,53,283.4
289.1,54,294.1
300.0,55,305.0
311.1,56,316.1
322.4,57,327.4
333.9,58,338.9
345.6,59,350.6
357.5,60,362.5
369.6,61,374.6
381.9,62,386.9
394.4,63,399.4
407.1,64,412.1
420.0,65,425.0
433.1,66,438.1
446.4,67,451.4
459.9,68,464.9
473.6,69,478.6
487.5,70,492.5
501.6,71,506.6
515.9,72,520.9
530.4,73,535.4
545.1,74,550.1
560.0,75,565.0
575.1,76,580.1
590.4,77,595.4
605.9,78,610.9
621.6,79,626.6
637.5,80,642.5
653.6,81,658.6
669.9,82,674.9
686.4,83,691.4
703.1,84,708.1
720.0,85,725.0
737.1,86,742.1
754.4,87,759.4
771.9,88,776.9
789.6,89,794.6
807.5,90,812.5
825.6,91,830.6
843.9,92,848.9
862.4,93,867.4
881.1,94,886.1
900.0,95,905.0
919.1,96,924.1
938.4,97,943.4
957.9,98,962.9
977.6,99,982.6
997.5,100,1002.5
