a,b,c
1.0098039215686292,52,52.00980392156863
2.0392156862745097,53,53.03921568627451
3.0882352941176485,54,54.08823529411765
4.156862745098039,55,55.15686274509804
5.245098039215687,56,56.24509803921569
6.352941176470587,57,57.35294117647059
7.480392156862742,58,58.48039215686274
8.627450980392155,59,59.627450980392155
9.794117647058826,60,60.794117647058826
10.980392156862742,61,61.98039215686274
12.186274509803923,62,63.18627450980392
13.411764705882355,63,64.41176470588235
14.656862745098039,64,65.65686274509804
15.92156862745098,65,66.92156862745098
17.205882352941174,66,68.20588235294117
18.509803921568626,67,69.50980392156862
19.833333333333336,68,70.83333333333334
21.176470588235297,69,72.1764705882353
22.53921568627451,70,73.5392156862745
23.92156862745098,71,74.92156862745098
25.323529411764703,72,76.3235294117647
26.745098039215684,73,77.74509803921569
28.186274509803923,74,79.18627450980392
29.647058823529413,75,80.64705882352942
31.127450980392155,76,82.12745098039215
32.627450980392155,77,83.62745098039215
34.14705882352941,78,85.14705882352942
35.68627450980392,79,86.68627450980392
37.245098039215684,80,88.24509803921569
38.82352941176471,81,89.82352941176471
40.42156862745098,82,91.42156862745098
42.03921568627452,83,93.03921568627452
43.67647058823529,84,94.67647058823529
45.33333333333333,85,96.33333333333333
47.00980392156863,86,98.00980392156863
48.705882352941174,87,99.70588235294117
50.42156862745098,88,101.42156862745098
52.15686274509804,89,103.15686274509804
53.91176470588235,90,104.91176470588235
55.68627450980392,91,106.68627450980392
57.48039215686275,92,108.48039215686275
59.294117647058826,93,110.29411764705883
61.127450980392155,94,112.12745098039215
62.98039215686275,95,113.98039215686275
64.8529411764706,96,115.8529411764706
66.74509803921569,97,117.74509803921569
68.65686274509804,98,119.65686274509804
70.58823529411765,99,121.58823529411765
72.53921568627452,100,123.53921568627452
