a,b,c
579507304992527/562949953421312,18,634353532072177/35184372088832
298032328281871/140737488355328,19,2690569630322447/140737488355328
229733253050609/70368744177664,20,1426001904070897/70368744177664
2516717438824689/562949953421312,21,755429165436687/35184372088832
403585444548367/70368744177664,22,1599854095568655/70368744177664
1986882188545807/281474976710656,23,6771956792626959/281474976710656
2375979950469361/281474976710656,24,7161054554550513/281474976710656
1390817531982065/140737488355328,25,3783354834022641/140737488355328
1601923764515057/140737488355328,26,3994461066555633/140737488355328
3642617345667313/281474976710656,27,8427691949748465/281474976710656
4097944513875727/281474976710656,28,8883019117956879/281474976710656
1142457258413839/70368744177664,29,2338725909434127/70368744177664
632283863125775/35184372088832,30,1230418188635919/35184372088832
1390817531982065/70368744177664,31,2587086183002353/70368744177664
3042413351210767/140737488355328,32,5434950653251343/140737488355328
827867578560753/35184372088832,33,1426001904070897/35184372088832
51/2,34,85/2
968605066916081/35184372088832,35,1566739392426225/35184372088832
4168313258053391/140737488355328,36,6560850560093967/140737488355328
2235242462114033/70368744177664,37,3431511113134321/70368744177664
1195233816547087/35184372088832,38,1793368142057231/35184372088832
2549832141967119/70368744177664,39,3746100792987407/70368744177664
678333997183217/17592186044416,40,977401159938289/17592186044416
720244793347855/17592186044416,41,1019311956102927/17592186044416
6105523391885553/140737488355328,42,8498060693926129/140737488355328
6457367112773873/140737488355328,43,8849904414814449/140737488355328
852186188680975/17592186044416,44,1151253351436047/17592186044416
898236322738417/17592186044416,45,1197303485493489/17592186044416
3781285165076239/70368744177664,46,4977553816096527/70368744177664
1986882188545807/35184372088832,47,2585016514055951/35184372088832
4170382926999793/70368744177664,48,5366651578020081/70368744177664
546392601850097/8796093022208,49,695926183227633/8796093022208
2288019020247281/35184372088832,50,2886153345757425/35184372088832
68,51,85
2499125252780273/35184372088832,52,3097259578290417/35184372088832
651945718116593/8796093022208,53,801479299494129/8796093022208
5437020322197745/70368744177664,54,6633288973218033/70368744177664
2831307118677775/35184372088832,55,3429441444187919/35184372088832
5892347490406159/70368744177664,56,7088616141426447/70368744177664
1531555020337393/17592186044416,57,1830622183092465/17592186044416
1591058002546447/17592186044416,58,1890125165301519/17592186044416
825797909614351/8796093022208,59,975331490991887/8796093022208
856584235192079/8796093022208,60,1006117816569615/8796093022208
1775775956012815/17592186044416,61,2074843118767887/17592186044416
1839418276114673/17592186044416,62,2138485438869745/17592186044416
7616381722758927/70368744177664,63,8812650373779215/70368744177664
3939614839475983/35184372088832,64,4537749164986127/35184372088832
8146216973037809/70368744177664,65,583905351503631/4398046511104
1052167950627057/8796093022208,66,1201701532004593/8796093022208
4346304787443953/35184372088832,67,4944439112954097/35184372088832
255/2,68,289/2
4627779764154609/35184372088832,69,5225914089664753/35184372088832
1192905438982385/8796093022208,70,1342439020359921/8796093022208
614691677081359/4398046511104,71,689458467770127/4398046511104
5065514746318607/35184372088832,72,5663649071828751/35184372088832
651945718116593/4398046511104,73,726712508805361/4398046511104
2683843206246641/17592186044416,74,2982910369001713/17592186044416
2760938374500111/17592186044416,75,3060005537255183/17592186044416
1419534188613391/8796093022208,76,1569067769990927/8796093022208
1459116607213327/8796093022208,77,1608650188590863/8796093022208
2998432886099727/17592186044416,78,3297500048854799/17592186044416
3079667392246001/17592186044416,79,3378734555001073/17592186044416
790484183216369/4398046511104,80,865250973905137/4398046511104
6490481815916303/35184372088832,81,7088616141426447/35184372088832
832394979381007/4398046511104,82,907161770069775/4398046511104
1707476880781553/8796093022208,83,1857010462159089/8796093022208
7002724880150769/35184372088832,84,7600859205660913/35184372088832
204,85,221
7354568601039089/35184372088832,86,7952702926549233/35184372088832
1883398741225713/8796093022208,87,2032932322603249/8796093022208
964336374714127/4398046511104,88,1039103165402895/4398046511104
7897856699469583/35184372088832,89,8495991024979727/35184372088832
1010386508771569/4398046511104,90,1085153299460337/4398046511104
4135198554910961/17592186044416,91,4434265717666033/17592186044416
4229885909208847/17592186044416,92,4528953071963919/17592186044416
2162804048989967/8796093022208,93,2312337630367503/8796093022208
2211182560612111/8796093022208,94,2360716141989647/8796093022208
4520156978941711/17592186044416,95,4819224141696783/17592186044416
4618983671132401/17592186044416,96,4918050833887473/17592186044416
1179711299449073/4398046511104,97,1254478090137841/4398046511104
602467694866673/2199023255552,98,639851090211057/2199023255552
1230418188635919/4398046511104,99,1305184979324687/4398046511104
2512319392313585/8796093022208,100,2661852973691121/8796093022208
