a,b,c
141663392883981/140737488355328,77,2709428126972227/35184372088832
142589297412635/70368744177664,78,5490613854915099/70368744177664
430545605823865/140737488355328,79,1390824340103599/17592186044416
72220553234971/17592186044416,80,1409226692610587/17592186044416
726835054992977/140737488355328,81,713930260624869/8796093022208
877757493163493/140737488355328,82,2893451652042105/35184372088832
257632935097829/35184372088832,83,2931645213849061/35184372088832
592578898338223/70368744177664,84,5940603455840687/70368744177664
1341635662018883/140737488355328,85,3009421194255953/35184372088832
1499965336418627/140737488355328,86,3049003612855889/35184372088832
830073409937839/70368744177664,87,6178097967440303/70368744177664
455545028097509/35184372088832,88,3129557306848741/35184372088832
1986065213961701/140737488355328,89,3170528582241657/35184372088832
2151802124590673/140737488355328,90,802990702474725/8796093022208
289923855534619/17592186044416,91,1626929994910235/17592186044416
2488831373020537/140737488355328,92,1648110061003183/17592186044416
1330061855410715/70368744177664,93,6678086412913179/70368744177664
2833267857679629/140737488355328,94,3382329243171139/35184372088832
171/8,95,779/8
3185111578567949/140737488355328,96,3470290173393219/35184372088832
1681905576299035/70368744177664,97,7029930133801499/70368744177664
3544362535685497/140737488355328,98,1780051456336303/17592186044416
465845715978779/17592186044416,99,1802851855354395/17592186044416
244438795564517/8796093022208,100,912941865252325/8796093022208
