a,b,c,k,b^2/k
1.0199999999999996,26,26.02,25,27.04
2.08,27,27.08,25,29.16
3.1799999999999997,28,28.18,25,31.36
4.32,29,29.32,25,33.64
5.5,30,30.5,25,36.0
6.719999999999999,31,31.72,25,38.44
7.98,32,32.980000000000004,25,40.96
9.280000000000001,33,34.28,25,43.56
10.620000000000001,34,35.620000000000005,25,46.24
12.0,35,37.0,25,49.0
13.420000000000002,36,38.42,25,51.84
14.879999999999999,37,39.879999999999995,25,54.76
16.38,38,41.379999999999995,25,57.76
17.92,39,42.92,25,60.84
19.5,40,44.5,25,64.0
21.119999999999997,41,46.12,25,67.24
22.78,42,47.78,25,70.56
24.479999999999997,43,49.48,25,73.96
26.22,44,51.22,25,77.44
28.0,45,53.0,25,81.0
29.82,46,54.82,25,84.64
31.68,47,56.68,25,88.36
33.58,48,58.58,25,92.16
35.52,49,60.52,25,96.04
37.5,50,62.5,25,100.0
39.52,51,64.52000000000001,25,104.04
41.58,52,66.58,25,108.16
43.68,53,68.68,25,112.36
45.82,54,70.82,25,116.64
48.0,55,73.0,25,121.0
50.22,56,75.22,25,125.44
52.480000000000004,57,77.48,25,129.96
54.78,58,79.78,25,134.56
57.120000000000005,59,82.12,25,139.24
59.5,60,84.5,25,144.0
61.92,61,86.92,25,148.84
64.38,62,89.38,25,153.76
66.88,63,91.88,25,158.76
69.42,64,94.42,25,163.84
72.0,65,97.0,25,169.0
74.62,66,99.62,25,174.24
77.28,67,102.28,25,179.56
79.98,68,104.98,25,184.96
82.72,69,107.72,25,190.44
85.5,70,110.5,25,196.0
88.32,71,113.32,25,201.64
91.18,72,116.18,25,207.36
94.08,73,119.08,25,213.16
97.02,74,122.02,25,219.04
100.0,75,125.0,25,225.0
103.02,76,128.01999999999998,25,231.04
106.08,77,131.07999999999998,25,237.16
109.18,78,134.18,25,243.36
112.32,79,137.32,25,249.64
115.5,80,140.5,25,256.0
118.72,81,143.72,25,262.44
121.97999999999999,82,146.98,25,268.96
125.28,83,150.28,25,275.56
128.62,84,153.62,25,282.24
132.0,85,157.0,25,289.0
135.42,86,160.42,25,295.84
138.88,87,163.88,25,302.76
142.38,88,167.38,25,309.76
145.92,89,170.92,25,316.84
149.5,90,174.5,25,324.0
153.12,91,178.12,25,331.24
156.78,92,181.78,25,338.56
160.48,93,185.48,25,345.96
164.22,94,189.22,25,353.44
168.0,95,193.0,25,361.0
171.82,96,196.82,25,368.64
175.68,97,200.68,25,376.36
179.58,98,204.58,25,384.16
183.52,99,208.52,25,392.04
187.5,100,212.5,25,400.0
