a,b,c
284673555991459/281474976710656,45,3167393132815081/70368744177664
143936067636131/70368744177664,46,3240160811453347/70368744177664
436606071829597/140737488355328,47,6629055559464029/140737488355328
1177077175335471/281474976710656,48,847623509412771/17592186044416
1487339365573353/281474976710656,49,1734029792605277/35184372088832
1803998714372841/281474976710656,50,1773612211205213/35184372088832
2127055221733935/281474976710656,51,906997137312675/17592186044416
1228254443828317/140737488355328,52,7420703931462749/140737488355328
698089928035235/70368744177664,53,3794314671852451/70368744177664
1567303847593425/140737488355328,54,7759753335227857/140737488355328
99/8,55,451/8
1919147568481745/140737488355328,56,8111597056116177/140737488355328
1049933648923555/70368744177664,57,4146158392740771/70368744177664
2283785606493277/140737488355328,58,8476235094127709/140737488355328
2470902494420247/140737488355328,59,8663351982054679/140737488355328
665304490407005/35184372088832,60,2213416862315613/35184372088832
713683002029149/35184372088832,61,2261795373937757/35184372088832
3051444633885975/140737488355328,62,1155486765190051/17592186044416
3251355838936157/140737488355328,63,2360951331642647/35184372088832
1727232811633571/70368744177664,64,4823457555450787/70368744177664
3660773986878929/140737488355328,65,615826467157085/8796093022208
55/2,66,143/2
4082986451944913/140737488355328,67,642214746223709/8796093022208
2149445276699555/70368744177664,68,5245670020516771/70368744177664
4517993234134109/140737488355328,69,2677610680442135/35184372088832
4740294494149911/140737488355328,70,1366592997723043/17592186044416
1241448583361629/35184372088832,71,2789560955270237/35184372088832
1298623188005981/35184372088832,72,2846735559914589/35184372088832
5426389749882135/140737488355328,73,1452354904689571/17592186044416
5661485327021149/140737488355328,74,2963483703663895/35184372088832
2949889741720483/70368744177664,75,6046114485537699/70368744177664
3070636109570793/70368744177664,76,6166860853388009/70368744177664
363/8,77,715/8
3316926714192617/70368744177664,78,6413151458009833/70368744177664
3442470950964131/70368744177664,79,6538695694781347/70368744177664
3569614477376047/70368744177664,80,6665839221193263/70368744177664
924589323357091/17592186044416,81,1698645509311395/17592186044416
1914349699560541/35184372088832,82,3462462071469149/35184372088832
1980320397227101/35184372088832,83,3528432769135709/35184372088832
1023545369856931/17592186044416,84,1797601555811235/17592186044416
4229321454041647/70368744177664,85,7325546197858863/70368744177664
4366060718295971/70368744177664,86,7462285462113187/70368744177664
4504399272190697/70368744177664,87,7600624016007913/70368744177664
66,88,110
4785874248901353/70368744177664,89,7882098992718569/70368744177664
4929010671717283/70368744177664,90,8025235415534499/70368744177664
5073746384173615/70368744177664,91,8169971127990831/70368744177664
1305020346567587/17592186044416,92,2079076532521891/17592186044416
2684007839003741/35184372088832,93,4232120210912349/35184372088832
2758774629692509/35184372088832,94,4306887001601117/35184372088832
1417170532600739/17592186044416,95,2191226718555043/17592186044416
5821414291061295/70368744177664,96,8917639034878511/70368744177664
5975745741360035/70368744177664,97,2267992621294313/17592186044416
6131676481299177/70368744177664,98,1153487653139549/8796093022208
715/8,99,1067/8
6448335830098665/70368744177664,100,1193070071739485/8796093022208
