a,b,c
141617097657549/140737488355328,81,2850154041520947/35184372088832
284993413919539/140737488355328,82,2885998120586445/35184372088832
430128948785971/140737488355328,83,2922282004303053/35184372088832
577023702256845/140737488355328,84,2959005692670771/35184372088832
165/32,85,2725/32
876090865011917/140737488355328,86,3033772483359539/35184372088832
1028263274296115/140737488355328,87,3071815585680589/35184372088832
1182194902184755/140737488355328,88,3110298492652749/35184372088832
1337885748677837/140737488355328,89,3149221204276019/35184372088832
85/8,90,725/8
1654545097477325/140737488355328,91,3228386041475891/35184372088832
1815513599783731/140737488355328,92,3268628167052493/35184372088832
1978241320694579/140737488355328,93,3309310097280205/35184372088832
2142728260209869/140737488355328,94,3350431832159027/35184372088832
525/32,95,3085/32
2476979795053773/140737488355328,96,3433994715870003/35184372088832
2646744390382387/140737488355328,97,3476435864702157/35184372088832
2818268204315443/140737488355328,98,3519316818185421/35184372088832
2991551236852941/140737488355328,99,3562637576319795/35184372088832
45/2,100,205/2
