a,b,c
141675738277697/140737488355328,76,167140427576989/2199023255552
285227976400131/140737488355328,77,2710134900762433/35184372088832
53832089295913/17592186044416,78,1373246042627113/17592186044416
288980976089607/70368744177664,79,5566636789414407/70368744177664
727143689835861/140737488355328,80,2820613829121365/35184372088832
878201927337247/140737488355328,81,357297298562089/4398046511104
515568332341685/70368744177664,82,5793224145666485/70368744177664
1185947901874231/140737488355328,83,1467657441065479/17592186044416
1342635638909829/140737488355328,84,2974486816389857/35184372088832
1501199875790165/140737488355328,85,3014127875609941/35184372088832
1661640612515239/140737488355328,86,1527119029895605/17592186044416
1823957849085051/140737488355328,87,3094817368933663/35184372088832
124259474093725/8796093022208,88,783966450759325/8796093022208
2154221821758887/140737488355328,89,1588691681051061/17592186044416
33/2,90,183/2
1245995896905837/70368744177664,91,6523651710230637/70368744177664
2663691529605175/140737488355328,92,1652375394531847/17592186044416
709316941310853/35184372088832,93,3348144847973253/35184372088832
753180125181597/35184372088832,94,3392008031843997/35184372088832
3190049736054101/140737488355328,95,3436340340675925/35184372088832
421156933903319/17592186044416,96,1740570887234519/17592186044416
3550337706243741/140737488355328,97,3526412333223335/35184372088832
933324110276417/35184372088832,98,3572152016938817/35184372088832
979532918953083/35184372088832,99,3618360825615483/35184372088832
2052421705181867/70368744177664,100,7330077518506667/70368744177664
