a,b,c
141742756129295/140737488355328,71,624585433812641/8796093022208
285496047806523/140737488355328,72,2534280058169871/35184372088832
107814968757921/35184372088832,73,2570721014976161/35184372088832
289517118902389/70368744177664,74,5215329211338869/70368744177664
364409568062903/70368744177664,75,5290221660499383/70368744177664
880614569994767/140737488355328,76,670764922179233/8796093022208
1034420539411661/140737488355328,77,2721511181071155/35184372088832
148779630547061/17592186044416,78,1380232653656181/17592186044416
1348064084889249/140737488355328,79,349990258430069/4398046511104
1507901660949943/140737488355328,80,1419940730727863/17592186044416
834874886279285/70368744177664,81,5760686978715765/70368744177664
1833608419715131/140737488355328,82,2921308151147023/35184372088832
249934700302453/17592186044416,83,1481387723411573/17592186044416
2167357320672051/140737488355328,84,3004745376386253/35184372088832
2337247574472411/140737488355328,85,3047217939836343/35184372088832
2509148363820705/140737488355328,86,386274142146677/4398046511104
670764922179233/35184372088832,87,3133670968397473/35184372088832
714745387290273/35184372088832,88,3177651433508513/35184372088832
3036913945153185/140737488355328,89,402766816563317/4398046511104
3216856876693211/140737488355328,90,3267120265391543/35184372088832
3398810343781171/140737488355328,91,3312608632163533/35184372088832
447846793302133/17592186044416,92,1679299816411253/17592186044416
3768748884600891/140737488355328,93,3405093267368463/35184372088832
1978366979166325/70368744177664,94,6904179071602805/70368744177664
2073364783806171/70368744177664,95,6999176876242651/70368744177664
135585491013749/4398046511104,96,443448746791029/4398046511104
566594049101941/17592186044416,97,1798047072211061/17592186044416
1182194902184755/35184372088832,98,3645100948402995/35184372088832
2463408680105223/70368744177664,99,7389220772541703/70368744177664
2563432823614903/70368744177664,100,7489244916051383/70368744177664
