a,b,c
1.0135135135135123,38,38.013513513513516
2.0540540540540526,39,39.05405405405405
3.121621621621621,40,40.12162162162162
4.216216216216218,41,41.21621621621622
5.337837837837839,42,42.33783783783784
6.486486486486488,43,43.486486486486484
7.662162162162161,44,44.66216216216216
8.864864864864863,45,45.86486486486486
10.094594594594593,46,47.0945945945946
11.35135135135135,47,48.351351351351354
12.635135135135137,48,49.63513513513514
13.945945945945944,49,50.945945945945944
15.283783783783782,50,52.28378378378378
16.648648648648646,51,53.648648648648646
18.04054054054054,52,55.04054054054054
19.45945945945946,53,56.45945945945946
20.905405405405403,54,57.9054054054054
22.37837837837838,55,59.37837837837838
23.87837837837838,56,60.87837837837838
25.405405405405403,57,62.4054054054054
26.95945945945946,58,63.95945945945946
28.54054054054054,59,65.54054054054055
30.148648648648646,60,67.14864864864865
31.783783783783782,61,68.78378378378378
33.445945945945944,62,70.44594594594594
35.13513513513514,63,72.13513513513513
36.851351351351354,64,73.85135135135135
38.5945945945946,65,75.5945945945946
40.36486486486486,66,77.36486486486487
42.16216216216216,67,79.16216216216216
43.986486486486484,68,80.98648648648648
45.83783783783784,69,82.83783783783784
47.71621621621621,70,84.71621621621621
49.62162162162163,71,86.62162162162163
51.55405405405405,72,88.55405405405405
53.513513513513516,73,90.51351351351352
55.5,74,92.5
57.513513513513516,75,94.51351351351352
59.55405405405405,76,96.55405405405405
61.62162162162163,77,98.62162162162163
63.71621621621621,78,100.71621621621621
65.83783783783784,79,102.83783783783784
67.98648648648648,80,104.98648648648648
70.16216216216216,81,107.16216216216216
72.36486486486487,82,109.36486486486487
74.5945945945946,83,111.5945945945946
76.85135135135135,84,113.85135135135135
79.13513513513513,85,116.13513513513513
81.44594594594595,86,118.44594594594595
83.78378378378379,87,120.78378378378379
86.14864864864865,88,123.14864864864865
88.54054054054055,89,125.54054054054055
90.95945945945945,90,127.95945945945945
93.4054054054054,91,130.40540540540542
95.87837837837837,92,132.8783783783784
98.37837837837837,93,135.3783783783784
100.9054054054054,94,137.90540540540542
103.45945945945945,95,140.45945945945945
106.04054054054055,96,143.04054054054055
108.64864864864865,97,145.64864864864865
111.28378378378378,98,148.28378378378378
113.94594594594594,99,150.94594594594594
116.63513513513513,100,153.63513513513513
