a,b,c
141639651742221/140737488355328,79,2779790935864451/35184372088832
285083630258229/140737488355328,80,2815651930493453/35184372088832
215165967774011/70368744177664,81,5703928013631803/70368744177664
288692283805801/70368744177664,82,5777454329663593/70368744177664
90780190806121/17592186044416,83,1462970702270569/17592186044416
876902812060121/140737488355328,84,1481803362971963/17592186044416
1029368424445059/140737488355328,85,3001723129040161/35184372088832
147954795450473/17592186044416,86,1520145306914921/17592186044416
1339712629536295/140737488355328,87,1539654590156485/17592186044416
1497591222242593/140737488355328,88,389847353561193/4398046511104
1657274141722677/140737488355328,89,3158699558359565/35184372088832
909380693988273/70368744177664,90,6398142739846065/70368744177664
1982052961004203/140737488355328,91,3239894263179947/35184372088832
2147148860805645/140737488355328,92,3281168238130307/35184372088832
1157024543690437/70368744177664,93,6645786589548229/70368744177664
2482753640729889/140737488355328,94,420633679138921/4398046511104
1326631260426345/70368744177664,95,6815393306284137/70368744177664
1412787863874639/70368744177664,96,6901549909732431/70368744177664
2999693261419651/140737488355328,97,3494304338283809/35184372088832
3175615121863811/140737488355328,98,3538284803394849/35184372088832
1676670654540879/70368744177664,99,7165432700398671/70368744177664
1766435911536745/70368744177664,100,7255197957394537/70368744177664
