a,b,c
284234535305859/281474976710656,52,3659864586887329/70368744177664
286994093901061/140737488355328,53,7464606000022789/140737488355328
869260957488791/281474976710656,54,1903060596216531/35184372088832
146256605545733/35184372088832,55,1940659582076165/35184372088832
1476363848433343/281474976710656,56,247368557198075/4398046511104
894096984845613/140737488355328,57,8071708890967341/140737488355328
1052771604069757/140737488355328,58,8230383510191485/140737488355328
75887861368069/8796093022208,59,524488605500677/8796093022208
689199759151827/70368744177664,60,4278005712212691/70368744177664
1545352813313405/140737488355328,61,8722964719435133/140737488355328
214383208364795/17592186044416,62,1111584696630011/17592186044416
1887538079118517/140737488355328,63,2266287496310061/35184372088832
515692512478469/35184372088832,64,2310095489008901/35184372088832
1120380789652219/70368744177664,65,4709186742713083/70368744177664
1210756333645101/70368744177664,66,4799562286705965/70368744177664
2605023313871169/140737488355328,67,152853675312389/2199023255552
2791293519047339/140737488355328,68,2492226356292267/35184372088832
2980323282818711/140737488355328,69,1269741898617555/17592186044416
3172112605185285/140737488355328,70,2587431127826753/35184372088832
1683330743073531/70368744177664,71,5272136696134395/70368744177664
3563969925704041/140737488355328,72,1342697728978221/17592186044416
3764037923856223/140737488355328,73,341926557186811/4398046511104
495858185075451/17592186044416,74,1393059673340667/17592186044416
4172452595946195/140737488355328,75,2837516125516981/35184372088832
273799954367749/8796093022208,76,722400698500357/8796093022208
286994093901061/8796093022208,77,735594838033669/8796093022208
4805771293545171/140737488355328,78,2995845799916725/35184372088832
627799580408571/17592186044416,79,1525001068673787/17592186044416
5241781551587167/140737488355328,80,388106045553403/4398046511104
2731963009250485/70368744177664,81,6320768962311349/70368744177664
2844415022004987/70368744177664,82,6433220975065851/70368744177664
2958246814057091/70368744177664,83,6547052767117955/70368744177664
3073458385406795/70368744177664,84,6662264338467659/70368744177664
3190049736054101/70368744177664,85,6778855689114965/70368744177664
3308020865999009/70368744177664,86,6896826819059873/70368744177664
3427371775241517/70368744177664,87,7016177728302381/70368744177664
3548102463781627/70368744177664,88,7136908416842491/70368744177664
1835106465809669/35184372088832,89,3629509442340101/35184372088832
1896851589377325/35184372088832,90,3691254565907757/35184372088832
979643301296891/17592186044416,91,1876844789562107/17592186044416
4044823010918079/70368744177664,92,7633628963978943/70368744177664
4172452595946195/70368744177664,93,7761258549007059/70368744177664
537682745033989/8796093022208,94,986283489166597/8796093022208
4431851103895231/70368744177664,95,8020657056956095/70368744177664
4563620026816151/70368744177664,96,8152425979877015/70368744177664
293548045564667/4398046511104,97,517848417630971/4398046511104
2415648605275397/35184372088832,98,4210051581805829/35184372088832
2483602735682259/35184372088832,99,4278005712212691/35184372088832
5104493511475843/70368744177664,100,8693299464536707/70368744177664
