a,b,c,k,b^2/k
1.125,5,5.125,4,6.25
2.5,6,6.5,4,9.0
4.125,7,8.125,4,12.25
6.0,8,10.0,4,16.0
8.125,9,12.125,4,20.25
10.5,10,14.5,4,25.0
13.125,11,17.125,4,30.25
16.0,12,20.0,4,36.0
19.125,13,23.125,4,42.25
22.5,14,26.5,4,49.0
26.125,15,30.125,4,56.25
30.0,16,34.0,4,64.0
34.125,17,38.125,4,72.25
38.5,18,42.5,4,81.0
43.125,19,47.125,4,90.25
48.0,20,52.0,4,100.0
53.125,21,57.125,4,110.25
58.5,22,62.5,4,121.0
64.125,23,68.125,4,132.25
70.0,24,74.0,4,144.0
76.125,25,80.125,4,156.25
82.5,26,86.5,4,169.0
89.125,27,93.125,4,182.25
96.0,28,100.0,4,196.0
103.125,29,107.125,4,210.25
110.5,30,114.5,4,225.0
118.125,31,122.125,4,240.25
126.0,32,130.0,4,256.0
134.125,33,138.125,4,272.25
142.5,34,146.5,4,289.0
151.125,35,155.125,4,306.25
160.0,36,164.0,4,324.0
169.125,37,173.125,4,342.25
178.5,38,182.5,4,361.0
188.125,39,192.125,4,380.25
198.0,40,202.0,4,400.0
208.125,41,212.125,4,420.25
218.5,42,222.5,4,441.0
229.125,43,233.125,4,462.25
240.0,44,244.0,4,484.0
251.125,45,255.125,4,506.25
262.5,46,266.5,4,529.0
274.125,47,278.125,4,552.25
286.0,48,290.0,4,576.0
298.125,49,302.125,4,600.25
310.5,50,314.5,4,625.0
323.125,51,327.125,4,650.25
336.0,52,340.0,4,676.0
349.125,53,353.125,4,702.25
362.5,54,366.5,4,729.0
376.125,55,380.125,4,756.25
390.0,56,394.0,4,784.0
404.125,57,408.125,4,812.25
418.5,58,422.5,4,841.0
433.125,59,437.125,4,870.25
448.0,60,452.0,4,900.0
463.125,61,467.125,4,930.25
478.5,62,482.5,4,961.0
494.125,63,498.125,4,992.25
510.0,64,514.0,4,1024.0
526.125,65,530.125,4,1056.25
542.5,66,546.5,4,1089.0
559.125,67,563.125,4,1122.25
576.0,68,580.0,4,1156.0
593.125,69,597.125,4,1190.25
610.5,70,614.5,4,1225.0
628.125,71,632.125,4,1260.25
646.0,72,650.0,4,1296.0
664.125,73,668.125,4,1332.25
682.5,74,686.5,4,1369.0
701.125,75,705.125,4,1406.25
720.0,76,724.0,4,1444.0
739.125,77,743.125,4,1482.25
758.5,78,762.5,4,1521.0
778.125,79,782.125,4,1560.25
798.0,80,802.0,4,1600.0
818.125,81,822.125,4,1640.25
838.5,82,842.5,4,1681.0
859.125,83,863.125,4,1722.25
880.0,84,884.0,4,1764.0
901.125,85,905.125,4,1806.25
922.5,86,926.5,4,1849.0
944.125,87,948.125,4,1892.25
966.0,88,970.0,4,1936.0
988.125,89,992.125,4,1980.25
1010.5,90,1014.5,4,2025.0
1033.125,91,1037.125,4,2070.25
1056.0,92,1060.0,4,2116.0
1079.125,93,1083.125,4,2162.25
1102.5,94,1106.5,4,2209.0
1126.125,95,1130.125,4,2256.25
1150.0,96,1154.0,4,2304.0
1174.125,97,1178.125,4,2352.25
1198.5,98,1202.5,4,2401.0
1223.125,99,1227.125,4,2450.25
1248.0,100,1252.0,4,2500.0
