a,b,c
284289726477763/281474976710656,51,3589509640502641/70368744177664
287104476244869/140737488355328,52,7323978894011269/140737488355328
869757678035927/281474976710656,53,1867938314196091/35184372088832
1170935903116329/281474976710656,54,1905585592331141/35184372088832
21/4,55,221/4
447545212969943/70368744177664,56,3965982421853143/70368744177664
1054123787781407/140737488355328,57,8090998205547807/140737488355328
607985949695017/70368744177664,58,4126423158578217/70368744177664
172579345095721/17592186044416,59,1052188647316521/17592186044416
11,60,61
1718404732818555/140737488355328,61,8755279150584955/140737488355328
236438980436951/17592186044416,62,1116048282657751/17592186044416
258429212992471/17592186044416,63,1138038515213271/17592186044416
2246170314151035/140737488355328,64,2320761182979359/35184372088832
69/4,65,269/4
326510972984361/17592186044416,66,1206120275205161/17592186044416
1399634321693737/70368744177664,67,4918071530576937/70368744177664
2989264252667167/140737488355328,68,313316833451049/4398046511104
1591037305856983/70368744177664,69,5109474514740183/70368744177664
24,70,74
894034894777221/35184372088832,71,2653253499218821/35184372088832
944348546864251/35184372088832,72,2703567151305851/35184372088832
3981463545572229/140737488355328,73,2754584490834657/35184372088832
4188347653454561/140737488355328,74,350788189725655/4398046511104
125/4,75,325/4
4610560118520545/140737488355328,76,363982329258967/4398046511104
4825888475704197/140737488355328,77,2965690723367649/35184372088832
1261007895663739/35184372088832,78,3020226500105339/35184372088832
1316247359843205/35184372088832,79,3075465964284805/35184372088832
39,80,89
2857674701054935/70368744177664,81,6376111909938135/70368744177664
2972375754064527/70368744177664,82,6490812962947727/70368744177664
3088484181957673/70368744177664,83,6606921390840873/70368744177664
801499996183593/17592186044416,84,1681109298404393/17592186044416
189/4,85,389/4
3445253714938429/70368744177664,86,6963690923821629/70368744177664
891747910591447/17592186044416,87,1771357212812247/17592186044416
922534236169175/17592186044416,88,1802143538389975/17592186044416
3814689621871165/70368744177664,89,7333126830754365/70368744177664
56,90,106
1017004275227689/17592186044416,91,1896613577448489/17592186044416
4196791902755881/70368744177664,92,7715229111639081/70368744177664
4326974079484559/70368744177664,93,7845411288367759/70368744177664
4458563631096791/70368744177664,94,7977000839979991/70368744177664
261/4,95,461/4
2362982429485957/35184372088832,96,4122201033927557/35184372088832
2430888267617403/35184372088832,97,4190106872059003/35184372088832
4998995586381251/70368744177664,98,8517432795264451/70368744177664
5137622012411249/70368744177664,99,8656059221294449/70368744177664
75,100,125
