a,b,c
70857416012231/70368744177664,73,5137406996804039/70368744177664
285384351387193/140737488355328,74,1302310439121351/17592186044416
49/16,75,1201/16
144646863031865/35184372088832,76,2677921653427769/35184372088832
182030258376249/35184372088832,77,2715305048772153/35184372088832
25/4,78,313/4
1033052258274873/140737488355328,79,1395768927482311/17592186044416
594224950833607/70368744177664,80,5660774531625415/70368744177664
153/16,81,1305/16
752554625233351/70368744177664,82,5819104206025159/70368744177664
1666370955873849/140737488355328,83,1474933764682183/17592186044416
13,84,85
498689607175737/35184372088832,85,3031964397571641/35184372088832
540471049031225/35184372088832,86,3073745839427129/35184372088832
265/16,87,1417/16
2501999792983609/140737488355328,88,1579387369320903/17592186044416
1337494811210183/70368744177664,89,6404044392001991/70368744177664
81/4,90,369/4
1513416671654343/70368744177664,91,6579966252446151/70368744177664
3205687234760249/140737488355328,92,1667348299542983/17592186044416
385/16,93,1537/16
892314769919545/35184372088832,94,3425589560315449/35184372088832
938494258286137/35184372088832,95,3471769048682041/35184372088832
28,96,100
516159625261511/17592186044416,97,1782797020459463/17592186044416
2159929508786631/70368744177664,98,7226479089578439/70368744177664
513/16,99,1665/16
2353443555275207/70368744177664,100,7419993136067015/70368744177664
