a,b,c
284407007718059/281474976710656,49,3448801472457387/70368744177664
574678077450923/281474976710656,50,3521369239890603/70368744177664
99/32,51,1635/32
1172812402961067/281474976710656,52,3670902821268139/70368744177664
1480675658738347/281474976710656,53,3747868635212459/70368744177664
51/8,54,435/8
2113994356337323/281474976710656,55,3906198309612203/70368744177664
1219724899079509/140737488355328,56,7975124340135253/140737488355328
315/32,57,1851/32
1553976433923413/140737488355328,58,8309375874979157/140737488355328
1725500247856469/140737488355328,59,8480899688912213/140737488355328
27/2,60,123/2
2077343968744789/140737488355328,61,8832743409800533/140737488355328
2257663875700053/140737488355328,62,2253265829188949/35184372088832
555/32,63,2091/32
2627099782632789/140737488355328,64,2345624805922133/35184372088832
2816215782610261/140737488355328,65,2392903805916501/35184372088832
171/8,66,555/8
3203243875587413/140737488355328,67,2489660829160789/35184372088832
3401155968587093/140737488355328,68,2539138852410709/35184372088832
819/32,69,2355/32
3805776247608661/140737488355328,70,2640293922166101/35184372088832
4012484433630549/140737488355328,71,2691970968671573/35184372088832
30,72,78
4434696898696533/140737488355328,73,2797524084938069/35184372088832
4650201177740629/140737488355328,74,2851400154699093/35184372088832
1107/32,75,2643/32
5090005828851029/140737488355328,76,2961351317476693/35184372088832
5314306200917333/140737488355328,77,3017426410493269/35184372088832
315/8,78,699/8
2885851519036075/70368744177664,79,6263551239563947/70368744177664
3002399751580331/70368744177664,80,6380099472108203/70368744177664
1419/32,81,2955/32
3239894263179947/70368744177664,82,6617593983707819/70368744177664
3360840542235307/70368744177664,83,6738540262763179/70368744177664
99/2,84,195/2
3607131146857131/70368744177664,85,6984830867385003/70368744177664
3732475472423595/70368744177664,86,7110175192951467/70368744177664
1755/32,87,3291/32
3987562170067627/70368744177664,88,7365261890595499/70368744177664
4117304542145195/70368744177664,89,7495004262673067/70368744177664
483/8,90,867/8
4381187332811435/70368744177664,91,7758887053339307/70368744177664
4515327751400107/70368744177664,92,7893027471927979/70368744177664
2115/32,93,3651/32
4788006635088555/70368744177664,94,8165706355616427/70368744177664
4926545100188331/70368744177664,95,8304244820716203/70368744177664
72,96,120
5208020076898987/70368744177664,97,8585719797426859/70368744177664
5350956588509867/70368744177664,98,8728656309037739/70368744177664
2499/32,99,4035/32
5641227658242731/70368744177664,100,2254731844692651/17592186044416
