a,b,c
5/4,3,13/4
3,4,5
21/4,5,29/4
8,6,10
45/4,7,53/4
15,8,17
77/4,9,85/4
24,10,26
117/4,11,125/4
35,12,37
165/4,13,173/4
48,14,50
221/4,15,229/4
63,16,65
285/4,17,293/4
80,18,82
357/4,19,365/4
99,20,101
437/4,21,445/4
120,22,122
525/4,23,533/4
143,24,145
621/4,25,629/4
168,26,170
725/4,27,733/4
195,28,197
837/4,29,845/4
224,30,226
957/4,31,965/4
255,32,257
1085/4,33,1093/4
288,34,290
1221/4,35,1229/4
323,36,325
1365/4,37,1373/4
360,38,362
1517/4,39,1525/4
399,40,401
1677/4,41,1685/4
440,42,442
1845/4,43,1853/4
483,44,485
2021/4,45,2029/4
528,46,530
2205/4,47,2213/4
575,48,577
2397/4,49,2405/4
624,50,626
2597/4,51,2605/4
675,52,677
2805/4,53,2813/4
728,54,730
3021/4,55,3029/4
783,56,785
3245/4,57,3253/4
840,58,842
3477/4,59,3485/4
899,60,901
3717/4,61,3725/4
960,62,962
3965/4,63,3973/4
1023,64,1025
4221/4,65,4229/4
1088,66,1090
4485/4,67,4493/4
1155,68,1157
4757/4,69,4765/4
1224,70,1226
5037/4,71,5045/4
1295,72,1297
5325/4,73,5333/4
1368,74,1370
5621/4,75,5629/4
1443,76,1445
5925/4,77,5933/4
1520,78,1522
6237/4,79,6245/4
1599,80,1601
6557/4,81,6565/4
1680,82,1682
6885/4,83,6893/4
1763,84,1765
7221/4,85,7229/4
1848,86,1850
7565/4,87,7573/4
1935,88,1937
7917/4,89,7925/4
2024,90,2026
8277/4,91,8285/4
2115,92,2117
8645/4,93,8653/4
2208,94,2210
9021/4,95,9029/4
2303,96,2305
9405/4,97,9413/4
2400,98,2402
9797/4,99,9805/4
2499,100,2501
