a,b,c,k,b^2/k
1.0714285714285712,8,8.071428571428571,7,9.142857142857142
2.2857142857142856,9,9.285714285714285,7,11.571428571428571
3.6428571428571432,10,10.642857142857142,7,14.285714285714286
5.142857142857142,11,12.142857142857142,7,17.285714285714285
6.7857142857142865,12,13.785714285714286,7,20.571428571428573
8.571428571428571,13,15.571428571428571,7,24.142857142857142
10.5,14,17.5,7,28.0
12.571428571428573,15,19.571428571428573,7,32.142857142857146
14.785714285714285,16,21.785714285714285,7,36.57142857142857
17.142857142857142,17,24.142857142857142,7,41.285714285714285
19.642857142857142,18,26.642857142857142,7,46.285714285714285
22.285714285714285,19,29.285714285714285,7,51.57142857142857
25.071428571428573,20,32.07142857142857,7,57.142857142857146
28.0,21,35.0,7,63.0
31.07142857142857,22,38.07142857142857,7,69.14285714285714
34.285714285714285,23,41.285714285714285,7,75.57142857142857
37.642857142857146,24,44.642857142857146,7,82.28571428571429
41.142857142857146,25,48.142857142857146,7,89.28571428571429
44.785714285714285,26,51.785714285714285,7,96.57142857142857
48.57142857142857,27,55.57142857142857,7,104.14285714285714
52.5,28,59.5,7,112.0
56.57142857142857,29,63.57142857142857,7,120.14285714285714
60.78571428571429,30,67.78571428571429,7,128.57142857142858
65.14285714285714,31,72.14285714285714,7,137.28571428571428
69.64285714285714,32,76.64285714285714,7,146.28571428571428
74.28571428571429,33,81.28571428571429,7,155.57142857142858
79.07142857142857,34,86.07142857142857,7,165.14285714285714
84.0,35,91.0,7,175.0
89.07142857142857,36,96.07142857142857,7,185.14285714285714
94.28571428571429,37,101.28571428571429,7,195.57142857142858
99.64285714285714,38,106.64285714285714,7,206.28571428571428
105.14285714285714,39,112.14285714285714,7,217.28571428571428
110.78571428571429,40,117.78571428571429,7,228.57142857142858
116.57142857142857,41,123.57142857142857,7,240.14285714285714
122.5,42,129.5,7,252.0
128.57142857142858,43,135.57142857142858,7,264.14285714285717
134.78571428571428,44,141.78571428571428,7,276.57142857142856
141.14285714285714,45,148.14285714285714,7,289.2857142857143
147.64285714285714,46,154.64285714285714,7,302.2857142857143
154.28571428571428,47,161.28571428571428,7,315.57142857142856
161.07142857142858,48,168.07142857142858,7,329.14285714285717
168.0,49,175.0,7,343.0
175.07142857142858,50,182.07142857142858,7,357.14285714285717
182.28571428571428,51,189.28571428571428,7,371.57142857142856
189.64285714285714,52,196.64285714285714,7,386.2857142857143
197.14285714285714,53,204.14285714285714,7,401.2857142857143
204.78571428571428,54,211.78571428571428,7,416.57142857142856
212.57142857142858,55,219.57142857142858,7,432.14285714285717
220.5,56,227.5,7,448.0
228.57142857142858,57,235.57142857142858,7,464.14285714285717
236.78571428571428,58,243.78571428571428,7,480.57142857142856
245.14285714285714,59,252.14285714285714,7,497.2857142857143
253.64285714285717,60,260.64285714285717,7,514.2857142857143
262.2857142857143,61,269.2857142857143,7,531.5714285714286
271.07142857142856,62,278.07142857142856,7,549.1428571428571
280.0,63,287.0,7,567.0
289.07142857142856,64,296.07142857142856,7,585.1428571428571
298.2857142857143,65,305.2857142857143,7,603.5714285714286
307.64285714285717,66,314.64285714285717,7,622.2857142857143
317.14285714285717,67,324.14285714285717,7,641.2857142857143
326.7857142857143,68,333.7857142857143,7,660.5714285714286
336.57142857142856,69,343.57142857142856,7,680.1428571428571
346.5,70,353.5,7,700.0
356.57142857142856,71,363.57142857142856,7,720.1428571428571
366.7857142857143,72,373.7857142857143,7,740.5714285714286
377.14285714285717,73,384.14285714285717,7,761.2857142857143
387.64285714285717,74,394.64285714285717,7,782.2857142857143
398.2857142857143,75,405.2857142857143,7,803.5714285714286
409.07142857142856,76,416.07142857142856,7,825.1428571428571
420.0,77,427.0,7,847.0
431.07142857142856,78,438.07142857142856,7,869.1428571428571
442.2857142857143,79,449.2857142857143,7,891.5714285714286
453.64285714285717,80,460.64285714285717,7,914.2857142857143
465.14285714285717,81,472.14285714285717,7,937.2857142857143
476.7857142857143,82,483.7857142857143,7,960.5714285714286
488.57142857142856,83,495.57142857142856,7,984.1428571428571
500.5,84,507.5,7,1008.0
512.5714285714286,85,519.5714285714286,7,1032.142857142857
524.7857142857143,86,531.7857142857143,7,1056.5714285714287
537.1428571428571,87,544.1428571428571,7,1081.2857142857142
549.6428571428571,88,556.6428571428571,7,1106.2857142857142
562.2857142857143,89,569.2857142857143,7,1131.5714285714287
575.0714285714286,90,582.0714285714286,7,1157.142857142857
588.0,91,595.0,7,1183.0
601.0714285714286,92,608.0714285714286,7,1209.142857142857
614.2857142857143,93,621.2857142857143,7,1235.5714285714287
627.6428571428571,94,634.6428571428571,7,1262.2857142857142
641.1428571428571,95,648.1428571428571,7,1289.2857142857142
654.7857142857143,96,661.7857142857143,7,1316.5714285714287
668.5714285714286,97,675.5714285714286,7,1344.142857142857
682.5,98,689.5,7,1372.0
696.5714285714286,99,703.5714285714286,7,1400.142857142857
710.7857142857143,100,717.7857142857143,7,1428.5714285714287
