a,b,c
141606238283447/140737488355328,82,1442667849383127/17592186044416
284949976423133/140737488355328,83,2921171633301175/35184372088832
215015607209529/70368744177664,84,5914883885600313/70368744177664
576849952271221/140737488355328,85,2994146627263197/35184372088832
725406189979623/140737488355328,86,1515642843345149/17592186044416
875699927544263/140737488355328,87,1534429560540729/17592186044416
513865582482571/70368744177664,88,6213733860873355/70368744177664
295374975560565/35184372088832,89,3145309114755957/35184372088832
19/2,90,181/2
1494249876365211/140737488355328,91,3223496608286695/35184372088832
413307778302761/35184372088832,92,3263241917498153/35184372088832
453487462478279/35184372088832,93,3303421601673671/35184372088832
1976406086471427/140737488355328,94,3344035660813249/35184372088832
267574977860747/17592186044416,95,1692542047458443/17592186044416
576632764789191/35184372088832,96,3426566903984583/35184372088832
2474199795283791/140737488355328,97,867121022004085/8796093022208
165225376954191/8796093022208,98,877708911753039/8796093022208
20,99,101
1493815501401151/70368744177664,100,7193683779791935/70368744177664
