a,b,c,k,b^2/k
1.0058139534883708,87,87.00581395348837,86,88.01162790697674
2.02325581395349,88,88.02325581395348,86,90.04651162790698
3.052325581395351,89,89.05232558139535,86,92.1046511627907
4.093023255813954,90,90.09302325581396,86,94.18604651162791
5.145348837209305,91,91.1453488372093,86,96.29069767441861
6.2093023255813975,92,92.2093023255814,86,98.4186046511628
7.284883720930232,93,93.28488372093022,86,100.56976744186046
8.372093023255815,94,94.37209302325581,86,102.74418604651163
9.470930232558139,95,95.47093023255815,86,104.94186046511628
10.581395348837212,96,96.58139534883722,86,107.16279069767442
11.703488372093027,97,97.70348837209303,86,109.40697674418605
12.837209302325583,98,98.83720930232559,86,111.67441860465117
13.98255813953488,99,99.98255813953489,86,113.96511627906976
15.139534883720927,100,101.13953488372093,86,116.27906976744185
