a,b,c
141565355933889/140737488355328,86,189128935408387/2199023255552
284786447024899/140737488355328,87,3061868239306945/35184372088832
429663273273031/140737488355328,88,1549043722934489/17592186044416
144048958669571/35184372088832,89,3134720586220291/35184372088832
724384131240659/140737488355328,90,3171767660360885/35184372088832
874228162960155/140737488355328,91,3209228668290759/35184372088832
1025727929836773/140737488355328,92,3247103610009913/35184372088832
73680214491907/8796093022208,93,821348121379587/8796093022208
1333694669061373/140737488355328,94,3324095294816063/35184372088832
1490161641409355/140737488355328,95,3363212037903059/35184372088832
1648284348914459/140737488355328,96,3402742714779335/35184372088832
452015697894171/35184372088832,97,3442687325444891/35184372088832
1969496969396031/140737488355328,98,217690366868733/2199023255552
533146720593125/35184372088832,99,3523818348143845/35184372088832
2297332530506089/140737488355328,100,1782502380088621/17592186044416
