a,b,c
2627099782632789/2251799813685248,4,2345624805922133/562949953421312
3002399751580331/1125899906842624,5,6380099472108203/1125899906842624
9/2,6,15/2
3752999689475413/562949953421312,7,5441849549739349/562949953421312
5160374573028693/562949953421312,8,6849224433292629/562949953421312
12,9,15
4269037146778283/281474976710656,10,5113462076910251/281474976710656
5254199565265579/281474976710656,11,6098624495397547/281474976710656
45/2,12,51/2
7505999378950827/281474976710656,13,8350424309082795/281474976710656
4386318387074389/140737488355328,14,4808530852140373/140737488355328
36,15,39
5793693270627669/140737488355328,16,6215905735693653/140737488355328
6567749456581973/140737488355328,17,6989961921647957/140737488355328
105/2,18,111/2
8256599316845909/140737488355328,19,8678811781911893/140737488355328
4585696495577771/70368744177664,20,4796802728110763/70368744177664
72,21,75
5570858914065067/70368744177664,22,5781965146598059/70368744177664
6098624495397547/70368744177664,23,6309730727930539/70368744177664
189/2,24,195/2
7224524402240171/70368744177664,25,7435630634773163/70368744177664
7822658727750315/70368744177664,26,8033764960283307/70368744177664
120,27,123
4544648061474133/35184372088832,28,4650201177740629/35184372088832
4878899596318037/35184372088832,29,4984452712584533/35184372088832
297/2,30,303/2
5582587038094677/35184372088832,31,5688140154361173/35184372088832
5952022945027413/35184372088832,32,6057576061293909/35184372088832
180,33,183
6726079130981717/35184372088832,34,6831632247248213/35184372088832
7130699410003285/35184372088832,35,7236252526269781/35184372088832
429/2,36,435/2
7975124340135253/35184372088832,37,8080677456401749/35184372088832
8414928991245653/35184372088832,38,8520482107512149/35184372088832
252,39,255
4664861332777643/17592186044416,40,4717637890910891/17592186044416
4902355844377259/17592186044416,41,4955132402510507/17592186044416
585/2,42,591/2
5394937053620907/17592186044416,43,5447713611754155/17592186044416
5650023751264939/17592186044416,44,5702800309398187/17592186044416
336,45,339
6177789332597419/17592186044416,46,6230565890730667/17592186044416
6450468216285867/17592186044416,47,6503244774419115/17592186044416
765/2,48,771/2
7013418169707179/17592186044416,49,7066194727840427/17592186044416
7303689239440043/17592186044416,50,7356465797573291/17592186044416
432,51,435
7901823564950187/17592186044416,52,7954600123083435/17592186044416
8209686820727467/17592186044416,53,8262463378860715/17592186044416
969/2,54,975/2
8843005518326443/17592186044416,55,8895782076459691/17592186044416
4584230480074069/8796093022208,56,4610618759140693/8796093022208
540,57,543
4918482014917973/8796093022208,58,4944870293984597/8796093022208
5090005828851029/8796093022208,59,5116394107917653/8796093022208
1197/2,60,1203/2
5441849549739349/8796093022208,61,5468237828805973/8796093022208
5622169456694613/8796093022208,62,5648557735761237/8796093022208
660,63,663
5991605363627349/8796093022208,64,6017993642693973/8796093022208
6180721363604821/8796093022208,65,6207109642671445/8796093022208
1449/2,66,1455/2
6567749456581973/8796093022208,67,6594137735648597/8796093022208
6765661549581653/8796093022208,68,6792049828648277/8796093022208
792,69,795
7170281828603221/8796093022208,70,7196670107669845/8796093022208
7376990014625109/8796093022208,71,7403378293691733/8796093022208
1725/2,72,1731/2
7799202479691093/8796093022208,73,7825590758757717/8796093022208
8014706758735189/8796093022208,74,8041095037801813/8796093022208
936,75,939
8454511409845589/8796093022208,76,8480899688912213/8796093022208
8678811781911893/8796093022208,77,8705200060978517/8796093022208
2025/2,78,2031/2
4568104309533355/4398046511104,79,4581298449066667/4398046511104
4684652542077611/4398046511104,80,4697846681610923/4398046511104
1092,81,1095
4922147053677227/4398046511104,82,4935341193210539/4398046511104
5043093332732587/4398046511104,83,5056287472265899/4398046511104
2349/2,84,2355/2
5289383937354411/4398046511104,85,5302578076887723/4398046511104
5414728262920875/4398046511104,86,5427922402454187/4398046511104
1260,87,1263
5669814960564907/4398046511104,88,5683009100098219/4398046511104
5799557332642475/4398046511104,89,5812751472175787/4398046511104
2697/2,90,2703/2
6063440123308715/4398046511104,91,6076634262842027/4398046511104
6197580541897387/4398046511104,92,6210774681430699/4398046511104
1440,93,1443
6470259425585835/4398046511104,94,6483453565119147/4398046511104
6608797890685611/4398046511104,95,6621992030218923/4398046511104
3069/2,96,3075/2
6890272867396267/4398046511104,97,6903467006929579/4398046511104
7033209379007147/4398046511104,98,7046403518540459/4398046511104
1632,99,1635
7323480448740011/4398046511104,100,7336674588273323/4398046511104
