a,b,c
17694466195837/17592186044416,87,1530622466015613/17592186044416
284747941556129/140737488355328,88,387130373128573/4398046511104
214788317984149/70368744177664,89,6266500317263253/70368744177664
576041812803203/140737488355328,90,3169866452840353/35184372088832
724143472060845/140737488355328,91,3206891867654763/35184372088832
873881613741223/140737488355328,92,1622163201537429/17592186044416
1025256237844337/140737488355328,93,820542514775159/8796093022208
294566836092547/35184372088832,94,3320422835732099/35184372088832
1332914933318775/140737488355328,95,1679542366484623/17592186044416
1489199004690099/140737488355328,96,3398155750812077/35184372088832
1647119558484159/140737488355328,97,214852243078787/2199023255552
1806676594700955/140737488355328,98,3477525148314791/35184372088832
1967870113340487/140737488355328,99,1758911763987337/17592186044416
532675028600689/35184372088832,100,3558531028240241/35184372088832
