a,b,c
3/2,2,5/2
4,3,5
15/2,4,17/2
12,5,13
35/2,6,37/2
24,7,25
63/2,8,65/2
40,9,41
99/2,10,101/2
60,11,61
143/2,12,145/2
84,13,85
195/2,14,197/2
112,15,113
255/2,16,257/2
144,17,145
323/2,18,325/2
180,19,181
399/2,20,401/2
220,21,221
483/2,22,485/2
264,23,265
575/2,24,577/2
312,25,313
675/2,26,677/2
364,27,365
783/2,28,785/2
420,29,421
899/2,30,901/2
480,31,481
1023/2,32,1025/2
544,33,545
1155/2,34,1157/2
612,35,613
1295/2,36,1297/2
684,37,685
1443/2,38,1445/2
760,39,761
1599/2,40,1601/2
840,41,841
1763/2,42,1765/2
924,43,925
1935/2,44,1937/2
1012,45,1013
2115/2,46,2117/2
1104,47,1105
2303/2,48,2305/2
1200,49,1201
2499/2,50,2501/2
1300,51,1301
2703/2,52,2705/2
1404,53,1405
2915/2,54,2917/2
1512,55,1513
3135/2,56,3137/2
1624,57,1625
3363/2,58,3365/2
1740,59,1741
3599/2,60,3601/2
1860,61,1861
3843/2,62,3845/2
1984,63,1985
4095/2,64,4097/2
2112,65,2113
4355/2,66,4357/2
2244,67,2245
4623/2,68,4625/2
2380,69,2381
4899/2,70,4901/2
2520,71,2521
5183/2,72,5185/2
2664,73,2665
5475/2,74,5477/2
2812,75,2813
5775/2,76,5777/2
2964,77,2965
6083/2,78,6085/2
3120,79,3121
6399/2,80,6401/2
3280,81,3281
6723/2,82,6725/2
3444,83,3445
7055/2,84,7057/2
3612,85,3613
7395/2,86,7397/2
3784,87,3785
7743/2,88,7745/2
3960,89,3961
8099/2,90,8101/2
4140,91,4141
8463/2,92,8465/2
4324,93,4325
8835/2,94,8837/2
4512,95,4513
9215/2,96,9217/2
4704,97,4705
9603/2,98,9605/2
4900,99,4901
9999/2,100,10001/2
