a,b,c,k,b^2/k
1.006756756756758,75,75.00675675675676,74,76.01351351351352
2.0270270270270245,76,76.02702702702703,74,78.05405405405405
3.060810810810814,77,77.0608108108108,74,80.12162162162163
4.108108108108105,78,78.1081081081081,74,82.21621621621621
5.168918918918919,79,79.16891891891892,74,84.33783783783784
6.243243243243242,80,80.24324324324324,74,86.48648648648648
7.331081081081081,81,81.33108108108108,74,88.66216216216216
8.432432432432435,82,82.43243243243244,74,90.86486486486487
9.547297297297298,83,83.54729729729729,74,93.0945945945946
10.675675675675677,84,84.67567567567568,74,95.35135135135135
11.817567567567565,85,85.81756756756756,74,97.63513513513513
12.972972972972975,86,86.97297297297297,74,99.94594594594595
14.141891891891895,87,88.1418918918919,74,102.28378378378379
15.324324324324323,88,89.32432432432432,74,104.64864864864865
16.520270270270274,89,90.52027027027027,74,107.04054054054055
17.729729729729726,90,91.72972972972973,74,109.45945945945945
18.9527027027027,91,92.95270270270271,74,111.9054054054054
20.189189189189186,92,94.1891891891892,74,114.37837837837837
21.439189189189186,93,95.4391891891892,74,116.87837837837837
22.7027027027027,94,96.70270270270271,74,119.4054054054054
23.979729729729726,95,97.97972972972973,74,121.95945945945945
25.270270270270274,96,99.27027027027027,74,124.54054054054055
26.574324324324323,97,100.57432432432432,74,127.14864864864865
27.891891891891888,98,101.89189189189189,74,129.78378378378378
29.22297297297297,99,103.22297297297297,74,132.44594594594594
30.567567567567565,100,104.56756756756756,74,135.13513513513513
