a,b,c,k,b^2/k
1.03125,17,17.03125,16,18.0625
2.125,18,18.125,16,20.25
3.28125,19,19.28125,16,22.5625
4.5,20,20.5,16,25.0
5.78125,21,21.78125,16,27.5625
7.125,22,23.125,16,30.25
8.53125,23,24.53125,16,33.0625
10.0,24,26.0,16,36.0
11.53125,25,27.53125,16,39.0625
13.125,26,29.125,16,42.25
14.78125,27,30.78125,16,45.5625
16.5,28,32.5,16,49.0
18.28125,29,34.28125,16,52.5625
20.125,30,36.125,16,56.25
22.03125,31,38.03125,16,60.0625
24.0,32,40.0,16,64.0
26.03125,33,42.03125,16,68.0625
28.125,34,44.125,16,72.25
30.28125,35,46.28125,16,76.5625
32.5,36,48.5,16,81.0
34.78125,37,50.78125,16,85.5625
37.125,38,53.125,16,90.25
39.53125,39,55.53125,16,95.0625
42.0,40,58.0,16,100.0
44.53125,41,60.53125,16,105.0625
47.125,42,63.125,16,110.25
49.78125,43,65.78125,16,115.5625
52.5,44,68.5,16,121.0
55.28125,45,71.28125,16,126.5625
58.125,46,74.125,16,132.25
61.03125,47,77.03125,16,138.0625
64.0,48,80.0,16,144.0
67.03125,49,83.03125,16,150.0625
70.125,50,86.125,16,156.25
73.28125,51,89.28125,16,162.5625
76.5,52,92.5,16,169.0
79.78125,53,95.78125,16,175.5625
83.125,54,99.125,16,182.25
86.53125,55,102.53125,16,189.0625
90.0,56,106.0,16,196.0
93.53125,57,109.53125,16,203.0625
97.125,58,113.125,16,210.25
100.78125,59,116.78125,16,217.5625
104.5,60,120.5,16,225.0
108.28125,61,124.28125,16,232.5625
112.125,62,128.125,16,240.25
116.03125,63,132.03125,16,248.0625
120.0,64,136.0,16,256.0
124.03125,65,140.03125,16,264.0625
128.125,66,144.125,16,272.25
132.28125,67,148.28125,16,280.5625
136.5,68,152.5,16,289.0
140.78125,69,156.78125,16,297.5625
145.125,70,161.125,16,306.25
149.53125,71,165.53125,16,315.0625
154.0,72,170.0,16,324.0
158.53125,73,174.53125,16,333.0625
163.125,74,179.125,16,342.25
167.78125,75,183.78125,16,351.5625
172.5,76,188.5,16,361.0
177.28125,77,193.28125,16,370.5625
182.125,78,198.125,16,380.25
187.03125,79,203.03125,16,390.0625
192.0,80,208.0,16,400.0
197.03125,81,213.03125,16,410.0625
202.125,82,218.125,16,420.25
207.28125,83,223.28125,16,430.5625
212.5,84,228.5,16,441.0
217.78125,85,233.78125,16,451.5625
223.125,86,239.125,16,462.25
228.53125,87,244.53125,16,473.0625
234.0,88,250.0,16,484.0
239.53125,89,255.53125,16,495.0625
245.125,90,261.125,16,506.25
250.78125,91,266.78125,16,517.5625
256.5,92,272.5,16,529.0
262.28125,93,278.28125,16,540.5625
268.125,94,284.125,16,552.25
274.03125,95,290.03125,16,564.0625
280.0,96,296.0,16,576.0
286.03125,97,302.03125,16,588.0625
292.125,98,308.125,16,600.25
298.28125,99,314.28125,16,612.5625
304.5,100,320.5,16,625.0
