a,b,c
283782148650907/281474976710656,62,4363438932000231/70368744177664
286089320591159/140737488355328,63,8871076110266167/140737488355328
432594738797115/140737488355328,64,2254395382118031/35184372088832
290703664471661/70368744177664,65,4583197059309165/70368744177664
732527091029781/140737488355328,66,2329378470176197/35184372088832
885954025056491/140737488355328,67,2367735203682875/35184372088832
260422032755863/35184372088832,68,2406668730174615/35184372088832
1199729408930665/140737488355328,69,1223089524825709/17592186044416
1360077858778129/140737488355328,70,621566540528321/8796093022208
380683370141461/35184372088832,71,2526930067560213/35184372088832
843848137146905/70368744177664,72,5136341531984409/70368744177664
463741559990507/35184372088832,73,2609988257409259/35184372088832
2024543377570497/140737488355328,74,165773908863211/2199023255552
2196427687119217/140737488355328,75,673838404799639/8796093022208
2370619168608189/140737488355328,76,2738901489570799/35184372088832
636779455509353/35184372088832,77,2783026152928105/35184372088832
1362961823703443/70368744177664,78,5655455218540947/70368744177664
2907036644716611/140737488355328,79,2873005858597905/35184372088832
772614203491647/35184372088832,80,2918860900910399/35184372088832
204761509697301/8796093022208,81,741323184051989/8796093022208
3464218668287295/140737488355328,82,188268835280661/2199023255552
3654560353358025/140737488355328,83,1529943392879129/17592186044416
3847209210369007/140737488355328,84,777012250002751/8796093022208
252635327457515/8796093022208,85,789197001812203/8796093022208
4239428440211725/140737488355328,86,3206103807471683/35184372088832
1109749703260865/35184372088832,87,3255996400679617/35184372088832
4640876357815447/140737488355328,88,1653232893436307/17592186044416
2422530537263843/70368744177664,89,6715023932101347/70368744177664
2525776481590087/70368744177664,90,6818269876427591/70368744177664
1315088005943229/35184372088832,91,3461334703361981/35184372088832
1367864564076477/35184372088832,92,3514111261495229/35184372088832
2842435830389575/70368744177664,93,7134929225227079/70368744177664
2950296118596323/70368744177664,94,7242789513433827/70368744177664
764827498193299/17592186044416,95,1837950846902675/17592186044416
1584738726460097/35184372088832,96,3730985423878849/35184372088832
1640399249518659/35184372088832,97,3786645946937411/35184372088832
424159141390571/8796093022208,98,960720815745259/8796093022208
438362668647743/8796093022208,99,974924343002431/8796093022208
3621683153209445/70368744177664,100,7914176548046949/70368744177664
