a,b,c,k,b^2/k
1.5,2,2.5,1,4.0
4.0,3,5.0,1,9.0
7.5,4,8.5,1,16.0
12.0,5,13.0,1,25.0
17.5,6,18.5,1,36.0
24.0,7,25.0,1,49.0
31.5,8,32.5,1,64.0
40.0,9,41.0,1,81.0
49.5,10,50.5,1,100.0
60.0,11,61.0,1,121.0
71.5,12,72.5,1,144.0
84.0,13,85.0,1,169.0
97.5,14,98.5,1,196.0
112.0,15,113.0,1,225.0
127.5,16,128.5,1,256.0
144.0,17,145.0,1,289.0
161.5,18,162.5,1,324.0
180.0,19,181.0,1,361.0
199.5,20,200.5,1,400.0
220.0,21,221.0,1,441.0
241.5,22,242.5,1,484.0
264.0,23,265.0,1,529.0
287.5,24,288.5,1,576.0
312.0,25,313.0,1,625.0
337.5,26,338.5,1,676.0
364.0,27,365.0,1,729.0
391.5,28,392.5,1,784.0
420.0,29,421.0,1,841.0
449.5,30,450.5,1,900.0
480.0,31,481.0,1,961.0
511.5,32,512.5,1,1024.0
544.0,33,545.0,1,1089.0
577.5,34,578.5,1,1156.0
612.0,35,613.0,1,1225.0
647.5,36,648.5,1,1296.0
684.0,37,685.0,1,1369.0
721.5,38,722.5,1,1444.0
760.0,39,761.0,1,1521.0
799.5,40,800.5,1,1600.0
840.0,41,841.0,1,1681.0
881.5,42,882.5,1,1764.0
924.0,43,925.0,1,1849.0
967.5,44,968.5,1,1936.0
1012.0,45,1013.0,1,2025.0
1057.5,46,1058.5,1,2116.0
1104.0,47,1105.0,1,2209.0
1151.5,48,1152.5,1,2304.0
1200.0,49,1201.0,1,2401.0
1249.5,50,1250.5,1,2500.0
1300.0,51,1301.0,1,2601.0
1351.5,52,1352.5,1,2704.0
1404.0,53,1405.0,1,2809.0
1457.5,54,1458.5,1,2916.0
1512.0,55,1513.0,1,3025.0
1567.5,56,1568.5,1,3136.0
1624.0,57,1625.0,1,3249.0
1681.5,58,1682.5,1,3364.0
1740.0,59,1741.0,1,3481.0
1799.5,60,1800.5,1,3600.0
1860.0,61,1861.0,1,3721.0
1921.5,62,1922.5,1,3844.0
1984.0,63,1985.0,1,3969.0
2047.5,64,2048.5,1,4096.0
2112.0,65,2113.0,1,4225.0
2177.5,66,2178.5,1,4356.0
2244.0,67,2245.0,1,4489.0
2311.5,68,2312.5,1,4624.0
2380.0,69,2381.0,1,4761.0
2449.5,70,2450.5,1,4900.0
2520.0,71,2521.0,1,5041.0
2591.5,72,2592.5,1,5184.0
2664.0,73,2665.0,1,5329.0
2737.5,74,2738.5,1,5476.0
2812.0,75,2813.0,1,5625.0
2887.5,76,2888.5,1,5776.0
2964.0,77,2965.0,1,5929.0
3041.5,78,3042.5,1,6084.0
3120.0,79,3121.0,1,6241.0
3199.5,80,3200.5,1,6400.0
3280.0,81,3281.0,1,6561.0
3361.5,82,3362.5,1,6724.0
3444.0,83,3445.0,1,6889.0
3527.5,84,3528.5,1,7056.0
3612.0,85,3613.0,1,7225.0
3697.5,86,3698.5,1,7396.0
3784.0,87,3785.0,1,7569.0
3871.5,88,3872.5,1,7744.0
3960.0,89,3961.0,1,7921.0
4049.5,90,4050.5,1,8100.0
4140.0,91,4141.0,1,8281.0
4231.5,92,4232.5,1,8464.0
4324.0,93,4325.0,1,8649.0
4417.5,94,4418.5,1,8836.0
4512.0,95,4513.0,1,9025.0
4607.5,96,4608.5,1,9216.0
4704.0,97,4705.0,1,9409.0
4801.5,98,4802.5,1,9604.0
4900.0,99,4901.0,1,9801.0
4999.5,100,5000.5,1,10000.0
