a,b,c
574678077450923/562949953421312,25,3521369239890603/140737488355328
1172812402961067/562949953421312,26,3670902821268139/140737488355328
51/16,27,435/16
1219724899079509/281474976710656,28,7975124340135253/281474976710656
1553976433923413/281474976710656,29,8309375874979157/281474976710656
27/4,30,123/4
2257663875700053/281474976710656,31,2253265829188949/70368744177664
2627099782632789/281474976710656,32,2345624805922133/70368744177664
171/16,33,555/16
3401155968587093/281474976710656,34,2539138852410709/70368744177664
3805776247608661/281474976710656,35,2640293922166101/70368744177664
15,36,39
4650201177740629/281474976710656,37,2851400154699093/70368744177664
5090005828851029/281474976710656,38,2961351317476693/70368744177664
315/16,39,699/16
3002399751580331/140737488355328,40,6380099472108203/140737488355328
3239894263179947/140737488355328,41,6617593983707819/140737488355328
99/4,42,195/4
3732475472423595/140737488355328,43,7110175192951467/140737488355328
3987562170067627/140737488355328,44,7365261890595499/140737488355328
483/16,45,867/16
4515327751400107/140737488355328,46,7893027471927979/140737488355328
4788006635088555/140737488355328,47,8165706355616427/140737488355328
36,48,60
5350956588509867/140737488355328,49,8728656309037739/140737488355328
5641227658242731/140737488355328,50,2254731844692651/35184372088832
675/16,51,1059/16
6239361983752875/140737488355328,52,2404265426070187/35184372088832
6547225239530155/140737488355328,53,2481231240014507/35184372088832
195/4,54,291/4
7180543937129131/140737488355328,55,2639560914414251/35184372088832
3752999689475413/70368744177664,56,5441849549739349/70368744177664
891/16,57,1275/16
4087251224319317/70368744177664,58,5776101084583253/70368744177664
4258775038252373/70368744177664,59,5947624898516309/70368744177664
63,60,87
4610618759140693/70368744177664,61,6299468619404629/70368744177664
4790938666095957/70368744177664,62,6479788526359893/70368744177664
1131/16,63,1515/16
5160374573028693/70368744177664,64,6849224433292629/70368744177664
5349490573006165/70368744177664,65,7038340433270101/70368744177664
315/4,66,411/4
5736518665983317/70368744177664,67,7425368526247253/70368744177664
5934430758982997/70368744177664,68,7623280619246933/70368744177664
1395/16,69,1779/16
6339051038004565/70368744177664,70,8027900898268501/70368744177664
6545759224026453/70368744177664,71,8234609084290389/70368744177664
96,72,120
6967971689092437/70368744177664,73,8656821549356373/70368744177664
7183475968136533/70368744177664,74,8872325828400469/70368744177664
1683/16,75,2067/16
7623280619246933/70368744177664,76,2328032619877717/17592186044416
7847580991313237/70368744177664,77,2384107712894293/17592186044416
459/4,78,555/4
4152488914234027/35184372088832,79,4996913844365995/35184372088832
4269037146778283/35184372088832,80,5113462076910251/35184372088832
1995/16,81,2379/16
4506531658377899/35184372088832,82,5350956588509867/35184372088832
4627477937433259/35184372088832,83,5471902867565227/35184372088832
135,84,159
4873768542055083/35184372088832,85,5718193472187051/35184372088832
4999112867621547/35184372088832,86,5843537797753515/35184372088832
2331/16,87,2715/16
5254199565265579/35184372088832,88,6098624495397547/35184372088832
5383941937343147/35184372088832,89,6228366867475115/35184372088832
627/4,90,723/4
5647824728009387/35184372088832,91,6492249658141355/35184372088832
5781965146598059/35184372088832,92,6626390076730027/35184372088832
2691/16,93,3075/16
6054644030286507/35184372088832,94,6899068960418475/35184372088832
6193182495386283/35184372088832,95,7037607425518251/35184372088832
180,96,204
6474657472096939/35184372088832,97,7319082402228907/35184372088832
6617593983707819/35184372088832,98,7462018913839787/35184372088832
3075/16,99,3459/16
6907865053440683/35184372088832,100,7752289983572651/35184372088832
