a,b,c
1.007352941176471,69,69.00735294117646
2.029411764705884,70,70.02941176470588
3.066176470588232,71,71.06617647058823
4.117647058823529,72,72.11764705882354
5.183823529411768,73,73.18382352941177
6.264705882352942,74,74.26470588235294
7.360294117647058,75,75.36029411764706
8.470588235294116,76,76.47058823529412
9.595588235294116,77,77.59558823529412
10.735294117647058,78,78.73529411764706
11.889705882352942,79,79.88970588235294
13.058823529411768,80,81.05882352941177
14.242647058823529,81,82.24264705882354
15.441176470588232,82,83.44117647058823
16.654411764705884,83,84.65441176470588
17.88235294117647,84,85.88235294117646
19.125,85,87.125
20.38235294117647,86,88.38235294117646
21.654411764705884,87,89.65441176470588
22.941176470588232,88,90.94117647058823
24.24264705882353,89,92.24264705882354
25.558823529411768,90,93.55882352941177
26.889705882352942,91,94.88970588235294
28.235294117647058,92,96.23529411764706
29.595588235294116,93,97.59558823529412
30.970588235294116,94,98.97058823529412
32.36029411764706,95,100.36029411764706
33.76470588235294,96,101.76470588235294
35.18382352941177,97,103.18382352941177
36.617647058823536,98,104.61764705882354
38.06617647058823,99,106.06617647058823
39.529411764705884,100,107.52941176470588
