a,b,c
1.0172413793103452,30,30.017241379310345
2.068965517241381,31,31.06896551724138
3.155172413793103,32,32.1551724137931
4.275862068965516,33,33.275862068965516
5.431034482758619,34,34.43103448275862
6.620689655172413,35,35.62068965517241
7.844827586206897,36,36.8448275862069
9.103448275862068,37,38.103448275862064
10.396551724137932,38,39.396551724137936
11.724137931034484,39,40.724137931034484
13.086206896551722,40,42.08620689655172
14.482758620689655,41,43.48275862068965
15.913793103448278,42,44.91379310344828
17.379310344827587,43,46.37931034482759
18.879310344827587,44,47.87931034482759
20.413793103448278,45,49.41379310344828
21.98275862068966,46,50.98275862068966
23.586206896551722,47,52.58620689655172
25.224137931034484,48,54.224137931034484
26.89655172413793,49,55.89655172413793
28.60344827586207,50,57.60344827586207
30.344827586206897,51,59.3448275862069
32.12068965517241,52,61.12068965517241
33.93103448275862,53,62.93103448275862
35.775862068965516,54,64.77586206896552
37.6551724137931,55,66.65517241379311
39.56896551724138,56,68.56896551724138
41.51724137931034,57,70.51724137931035
43.5,58,72.5
45.51724137931034,59,74.51724137931035
47.56896551724138,60,76.56896551724138
49.65517241379311,61,78.65517241379311
51.77586206896552,62,80.77586206896552
53.93103448275862,63,82.93103448275862
56.12068965517241,64,85.12068965517241
58.34482758620689,65,87.34482758620689
60.603448275862064,66,89.60344827586206
62.896551724137936,67,91.89655172413794
65.22413793103448,68,94.22413793103448
67.58620689655173,69,96.58620689655173
69.98275862068965,70,98.98275862068965
72.41379310344827,71,101.41379310344827
74.87931034482759,72,103.87931034482759
77.37931034482759,73,106.37931034482759
79.91379310344827,74,108.91379310344827
82.48275862068965,75,111.48275862068965
85.08620689655173,76,114.08620689655173
87.72413793103448,77,116.72413793103448
90.39655172413794,78,119.39655172413794
93.10344827586206,79,122.10344827586206
95.84482758620689,80,124.84482758620689
98.62068965517241,81,127.62068965517241
101.43103448275862,82,130.4310344827586
104.27586206896552,83,133.27586206896552
107.15517241379311,84,136.1551724137931
110.06896551724138,85,139.0689655172414
113.01724137931035,86,142.01724137931035
116.0,87,145.0
119.01724137931035,88,148.01724137931035
122.06896551724137,89,151.06896551724137
125.15517241379311,90,154.1551724137931
128.27586206896552,91,157.27586206896552
131.43103448275863,92,160.43103448275863
134.6206896551724,93,163.6206896551724
137.8448275862069,94,166.8448275862069
141.10344827586206,95,170.10344827586206
144.39655172413794,96,173.39655172413794
147.72413793103448,97,176.72413793103448
151.08620689655172,98,180.08620689655172
154.48275862068965,99,183.48275862068965
157.91379310344828,100,186.91379310344828
