a,b,c
142589297412635/140737488355328,39,5490613854915099/140737488355328
72220553234971/35184372088832,40,1409226692610587/35184372088832
877757493163493/281474976710656,41,2893451652042105/70368744177664
592578898338223/140737488355328,42,5940603455840687/140737488355328
1499965336418627/281474976710656,43,3049003612855889/70368744177664
455545028097509/70368744177664,44,3129557306848741/70368744177664
2151802124590673/281474976710656,45,802990702474725/17592186044416
2488831373020537/281474976710656,46,1648110061003183/35184372088832
2833267857679629/281474976710656,47,3382329243171139/70368744177664
3185111578567949/281474976710656,48,3470290173393219/70368744177664
3544362535685497/281474976710656,49,1780051456336303/35184372088832
244438795564517/17592186044416,50,912941865252325/17592186044416
1071271539652069/70368744177664,51,3745283818403301/70368744177664
1166639706103377/70368744177664,52,3840651984854609/70368744177664
2527719363223983/140737488355328,53,7875743920726447/140737488355328
2725862932355827/140737488355328,54,8073887489858291/140737488355328
731927529900571/35184372088832,55,2068933669276187/35184372088832
3133260924963355/140737488355328,56,8481285482465819/140737488355328
95/4,57,247/4
3555473390029339/140737488355328,58,8903497947531803/140737488355328
943033762433563/35184372088832,59,2280039901809179/35184372088832
3992500327553779/140737488355328,60,2335131221264061/35184372088832
4216569223487919/140737488355328,61,597787111311899/8796093022208
2222170868768337/70368744177664,62,4896183147519569/70368744177664
2337908934850021/70368744177664,63,5011921213601253/70368744177664
613874702497253/17592186044416,64,1282377772185061/17592186044416
5149880988370621/140737488355328,65,2624476386468271/35184372088832
5392467974877831/140737488355328,66,1342561566547537/17592186044416
5638758579499655/140737488355328,67,1373347892125265/17592186044416
5888752802236093/140737488355328,68,2809194339934639/35184372088832
767806330385893/17592186044416,69,1436309400073701/17592186044416
3199926051026405/70368744177664,70,5873938329777637/70368744177664
3330478589566545/70368744177664,71,6004490868317777/70368744177664
432860367145499/8796093022208,72,767111901989403/8796093022208
3597139093818745/70368744177664,73,6271151372569977/70368744177664
1866623529765403/35184372088832,74,3203629669141019/35184372088832
3871206834300173/70368744177664,75,6545219113051405/70368744177664
57,76,95
4152681811010829/70368744177664,77,6826694089762061/70368744177664
2148098506476059/35184372088832,78,3485104645851675/35184372088832
4441564023950713/70368744177664,79,7115576302701945/70368744177664
573597855500827/8796093022208,80,907849390344731/8796093022208
4737853473119825/70368744177664,81,7411865751871057/70368744177664
4888775911290341/70368744177664,82,7562788190041573/70368744177664
1260387539629541/17592186044416,83,1928890609317349/17592186044416
2598088107401647/35184372088832,84,3935094246777263/35184372088832
5352654080145731/70368744177664,85,8026666358896963/70368744177664
5510983754545475/70368744177664,86,8184996033296707/70368744177664
2835582619001263/35184372088832,87,4172588758376879/35184372088832
1458299632629221/17592186044416,88,2126802702317029/17592186044416
5997083632088549/70368744177664,89,8671095910839781/70368744177664
6162820542717521/70368744177664,90,8836832821468753/70368744177664
791301157800475/8796093022208,91,1125552692644379/8796093022208
6499849791147385/70368744177664,92,1146732758737327/8796093022208
3335571064474139/35184372088832,93,4672577203849755/35184372088832
6844286275806477/70368744177664,94,2379574638639427/17592186044416
399/4,95,551/4
7196129996694797/70368744177664,96,2467535568861507/17592186044416
3687414785362459/35184372088832,97,5024420924738075/35184372088832
7555380953812345/70368744177664,98,1278674154070447/8796093022208
967223018244635/8796093022208,99,1301474553088539/8796093022208
495127446697445/4398046511104,100,662253214119397/4398046511104
