a,b,c,k,b^2/k
1.0625,9,9.0625,8,10.125
2.25,10,10.25,8,12.5
3.5625,11,11.5625,8,15.125
5.0,12,13.0,8,18.0
6.5625,13,14.5625,8,21.125
8.25,14,16.25,8,24.5
10.0625,15,18.0625,8,28.125
12.0,16,20.0,8,32.0
14.0625,17,22.0625,8,36.125
16.25,18,24.25,8,40.5
18.5625,19,26.5625,8,45.125
21.0,20,29.0,8,50.0
23.5625,21,31.5625,8,55.125
26.25,22,34.25,8,60.5
29.0625,23,37.0625,8,66.125
32.0,24,40.0,8,72.0
35.0625,25,43.0625,8,78.125
38.25,26,46.25,8,84.5
41.5625,27,49.5625,8,91.125
45.0,28,53.0,8,98.0
48.5625,29,56.5625,8,105.125
52.25,30,60.25,8,112.5
56.0625,31,64.0625,8,120.125
60.0,32,68.0,8,128.0
64.0625,33,72.0625,8,136.125
68.25,34,76.25,8,144.5
72.5625,35,80.5625,8,153.125
77.0,36,85.0,8,162.0
81.5625,37,89.5625,8,171.125
86.25,38,94.25,8,180.5
91.0625,39,99.0625,8,190.125
96.0,40,104.0,8,200.0
101.0625,41,109.0625,8,210.125
106.25,42,114.25,8,220.5
111.5625,43,119.5625,8,231.125
117.0,44,125.0,8,242.0
122.5625,45,130.5625,8,253.125
128.25,46,136.25,8,264.5
134.0625,47,142.0625,8,276.125
140.0,48,148.0,8,288.0
146.0625,49,154.0625,8,300.125
152.25,50,160.25,8,312.5
158.5625,51,166.5625,8,325.125
165.0,52,173.0,8,338.0
171.5625,53,179.5625,8,351.125
178.25,54,186.25,8,364.5
185.0625,55,193.0625,8,378.125
192.0,56,200.0,8,392.0
199.0625,57,207.0625,8,406.125
206.25,58,214.25,8,420.5
213.5625,59,221.5625,8,435.125
221.0,60,229.0,8,450.0
228.5625,61,236.5625,8,465.125
236.25,62,244.25,8,480.5
244.0625,63,252.0625,8,496.125
252.0,64,260.0,8,512.0
260.0625,65,268.0625,8,528.125
268.25,66,276.25,8,544.5
276.5625,67,284.5625,8,561.125
285.0,68,293.0,8,578.0
293.5625,69,301.5625,8,595.125
302.25,70,310.25,8,612.5
311.0625,71,319.0625,8,630.125
320.0,72,328.0,8,648.0
329.0625,73,337.0625,8,666.125
338.25,74,346.25,8,684.5
347.5625,75,355.5625,8,703.125
357.0,76,365.0,8,722.0
366.5625,77,374.5625,8,741.125
376.25,78,384.25,8,760.5
386.0625,79,394.0625,8,780.125
396.0,80,404.0,8,800.0
406.0625,81,414.0625,8,820.125
416.25,82,424.25,8,840.5
426.5625,83,434.5625,8,861.125
437.0,84,445.0,8,882.0
447.5625,85,455.5625,8,903.125
458.25,86,466.25,8,924.5
469.0625,87,477.0625,8,946.125
480.0,88,488.0,8,968.0
491.0625,89,499.0625,8,990.125
502.25,90,510.25,8,1012.5
513.5625,91,521.5625,8,1035.125
525.0,92,533.0,8,1058.0
536.5625,93,544.5625,8,1081.125
548.25,94,556.25,8,1104.5
560.0625,95,568.0625,8,1128.125
572.0,96,580.0,8,1152.0
584.0625,97,592.0625,8,1176.125
596.25,98,604.25,8,1200.5
608.5625,99,616.5625,8,1225.125
621.0,100,629.0,8,1250.0
