a,b,c
1.25,3,3.25
3.0,4,5.0
5.25,5,7.25
8.0,6,10.0
11.25,7,13.25
15.0,8,17.0
19.25,9,21.25
24.0,10,26.0
29.25,11,31.25
35.0,12,37.0
41.25,13,43.25
48.0,14,50.0
55.25,15,57.25
63.0,16,65.0
71.25,17,73.25
80.0,18,82.0
89.25,19,91.25
99.0,20,101.0
109.25,21,111.25
120.0,22,122.0
131.25,23,133.25
143.0,24,145.0
155.25,25,157.25
168.0,26,170.0
181.25,27,183.25
195.0,28,197.0
209.25,29,211.25
224.0,30,226.0
239.25,31,241.25
255.0,32,257.0
271.25,33,273.25
288.0,34,290.0
305.25,35,307.25
323.0,36,325.0
341.25,37,343.25
360.0,38,362.0
379.25,39,381.25
399.0,40,401.0
419.25,41,421.25
440.0,42,442.0
461.25,43,463.25
483.0,44,485.0
505.25,45,507.25
528.0,46,530.0
551.25,47,553.25
575.0,48,577.0
599.25,49,601.25
624.0,50,626.0
649.25,51,651.25
675.0,52,677.0
701.25,53,703.25
728.0,54,730.0
755.25,55,757.25
783.0,56,785.0
811.25,57,813.25
840.0,58,842.0
869.25,59,871.25
899.0,60,901.0
929.25,61,931.25
960.0,62,962.0
991.25,63,993.25
1023.0,64,1025.0
1055.25,65,1057.25
1088.0,66,1090.0
1121.25,67,1123.25
1155.0,68,1157.0
1189.25,69,1191.25
1224.0,70,1226.0
1259.25,71,1261.25
1295.0,72,1297.0
1331.25,73,1333.25
1368.0,74,1370.0
1405.25,75,1407.25
1443.0,76,1445.0
1481.25,77,1483.25
1520.0,78,1522.0
1559.25,79,1561.25
1599.0,80,1601.0
1639.25,81,1641.25
1680.0,82,1682.0
1721.25,83,1723.25
1763.0,84,1765.0
1805.25,85,1807.25
1848.0,86,1850.0
1891.25,87,1893.25
1935.0,88,1937.0
1979.25,89,1981.25
2024.0,90,2026.0
2069.25,91,2071.25
2115.0,92,2117.0
2161.25,93,2163.25
2208.0,94,2210.0
2255.25,95,2257.25
2303.0,96,2305.0
2351.25,97,2353.25
2400.0,98,2402.0
2449.25,99,2451.25
2499.0,100,2501.0
