a,b,c
141651368149843/140737488355328,78,2744609492877525/35184372088832
71282623972179/35184372088832,79,2780479274812243/35184372088832
107609345804155/35184372088832,80,2816805996644219/35184372088832
288786015066777/70368744177664,81,5707179316746905/70368744177664
363267218319759/70368744177664,82,5781660519999887/70368744177664
54832787670907/8796093022208,83,732131950380923/8796093022208
1029942528418537/140737488355328,84,1483341141472349/17592186044416
1184388213691591/140737488355328,85,1502646852131481/17592186044416
335165414638419/35184372088832,86,3044362065478483/35184372088832
187345357875599/17592186044416,87,1541943683295631/17592186044416
1658691827044937/140737488355328,88,1561934803800649/17592186044416
1820448550674113/140737488355328,89,197769299281787/2199023255552
1984033033892319/140737488355328,90,400650613664143/4398046511104
2149445276699555/140737488355328,91,3246557970014953/35184372088832
2316685279095821/140737488355328,92,3288367970614019/35184372088832
1242876520540559/70368744177664,93,6661269822220687/70368744177664
2656648562655445/140737488355328,94,3373358791503925/35184372088832
1414685921909401/70368744177664,95,6833079223589529/70368744177664
3003922884571189/140737488355328,96,3460177371982861/35184372088832
3180301684912607/140737488355328,97,438034009008527/4398046511104
3358508244843055/140737488355328,98,887205928012707/8796093022208
3538542564362533/140737488355328,99,3593832291930697/35184372088832
58131322554235/2199023255552,100,227456113231739/2199023255552
